state_0,state_1,state_2,action_0
0.9988787,0.04734224,2.5672684e-08,-0.23671126
0.9988787,0.04734224,1.6100861e-08,-0.23671126
0.9988787,0.04734224,7.1321447e-09,-0.23671126
0.9988787,0.04734224,-1.5694165e-09,-0.23671126
0.9988787,0.04734224,-1.0329765e-08,-0.23671126
0.9988787,0.04734224,-1.9477046e-08,-0.23671126
0.9988787,0.047342237,-2.9353895e-08,-0.23671126
0.9988787,0.047342237,-4.033028e-08,-0.23671114
0.9988787,0.047342233,-3.4935965e-08,-0.23671103
0.9988787,0.047342233,-1.2968885e-08,-0.23671103
0.9988787,0.047342233,8.5124086e-09,-0.23671103
0.9988787,0.047342237,3.031256e-08,-0.23671114
0.9988787,0.047342237,3.5366764e-08,-0.23671114
0.7268094,-0.6868392,0.64551276,1.6337786
0.73957425,-0.67307496,0.3754501,1.4774904
0.74267155,-0.66965586,0.09226745,1.3984768
0.7359311,-0.67705643,-0.20020293,1.6014321
0.71989554,-0.69408244,-0.46778047,1.8014679
0.6945151,-0.71947813,-0.71812207,1.8802433
0.6586032,-0.7524904,-0.9756942,1.9219208
0.61024696,-0.79221123,-1.2517738,1.9432251
0.54689413,-0.8372018,-1.5544485,1.9425015
0.46541297,-0.8850936,-1.8909746,1.9003258
0.36218768,-0.9321052,-2.269746,1.7421179
0.23307492,-0.9724588,-2.7075071,1.2051482
0.072371215,-0.99737775,-3.256079,-0.20703816
-0.12896368,-0.9916493,-4.035168,-1.417226
-0.36989716,-0.92907274,-4.991489,-1.0167475
-0.6217214,-0.7832385,-5.8408055,-0.83361197
-0.84071505,-0.5414778,-6.553276,-1.2182484
-0.9769577,-0.21343322,-7.142122,-1.3013173
-0.987262,0.15910289,-7.4973946,-0.7451285
-0.8606387,0.5092161,-7.4898367,0.2916243
-0.6313661,0.7754849,-7.064181,0.58053446
-0.35558435,0.93464416,-6.395487,0.25518942
-0.080640286,0.99674326,-5.656225,-1.4026747
0.1743302,0.98468727,-5.119069,-1.0419072
0.3913218,0.9202539,-4.53684,0.13515139
0.5591717,0.8290519,-3.8263767,-0.43803394
0.68667185,0.7269675,-3.2702928,-0.3406434
0.78065246,0.62496537,-2.7761636,0.6336584
0.84487355,0.5349661,-2.212391,-0.88239455
0.89279175,0.45046967,-1.9435256,0.5774286
0.9243994,0.38142598,-1.519059,-1.2220905
0.9490707,0.3150632,-1.416303,1.3286712
0.96337295,0.26816523,-0.980705,-1.0217953
0.9748286,0.22295573,-0.93285036,1.0402274
0.9811704,0.19314402,-0.6095995,-1.1340548
0.986806,0.16190717,-0.63484967,0.97003675
0.9896172,0.14372782,-0.36791378,-1.2834241
0.99261636,0.12129633,-0.45263153,0.97900796
0.99386185,0.11062843,-0.21480809,-1.2517934
0.9955027,0.09473279,-0.31960577,0.83012867
0.9960711,0.08855705,-0.12403688,-1.0864179
0.9969872,0.07756613,-0.22058178,0.5378597
0.99729586,0.073491395,-0.08172823,-0.79090524
0.9978033,0.06624689,-0.14524546,0.21681881
0.9980071,0.06310161,-0.06303748,-0.46087873
0.9982658,0.058867358,-0.08484308,-0.10333347
0.9984273,0.056062374,-0.056192577,-0.2154088
0.9985548,0.053743023,-0.04645712,-0.19283152
0.9986475,0.051991746,-0.03507458,-0.20051539
0.9987147,0.050685566,-0.02615808,-0.21024072
0.99876404,0.049702805,-0.019680012,-0.21440077
0.9988,0.048975542,-0.014563022,-0.21829987
0.9988257,0.048447352,-0.010576346,-0.22093797
0.99884355,0.048078705,-0.0073815263,-0.22470748
0.9988556,0.047827564,-0.005028619,-0.22807324
0.99886364,0.04765931,-0.0033689316,-0.23067784
0.99886894,0.04754813,-0.0022261252,-0.23261249
0.9988724,0.047475368,-0.0014569013,-0.23397851
0.99887466,0.047428064,-0.00094715226,-0.23491216
0.9988761,0.04739745,-0.00061292853,-0.23553717
0.99887705,0.0473777,-0.00039541593,-0.23594892
0.99887764,0.04736499,-0.00025447708,-0.23621821
0.99887806,0.04735683,-0.00016346447,-0.23639381
0.9988783,0.047351588,-0.00010491421,-0.2365067
0.9988784,0.04734823,-6.7227484e-05,-0.23658049
0.99887854,0.047346078,-4.3127548e-05,-0.2366271
0.9988786,0.047344696,-2.7634707e-05,-0.2366569
0.99887866,0.047343817,-1.7647351e-05,-0.23667681
0.99887866,0.04734325,-1.1307223e-05,-0.23668933
0.9988787,0.04734289,-7.268186e-06,-0.23669708
0.9988787,0.047342654,-4.663691e-06,-0.2367022
0.9988787,0.047342505,-3.0027884e-06,-0.23670542
0.9988787,0.04734241,-1.9371614e-06,-0.23670721
0.9988787,0.04734235,-1.2123177e-06,-0.23670876
0.9988787,0.04734231,-7.6534286e-07,-0.23670971
0.9988787,0.047342286,-4.900874e-07,-0.23671019
0.9988787,0.04734227,-3.0471523e-07,-0.23671067
0.9988787,0.04734226,-2.0228259e-07,-0.2367109
0.9988787,0.047342252,-1.4318984e-07,-0.2367109
0.9988787,0.04734225,-8.946069e-08,-0.23671114
0.9988787,0.047342245,-7.4845346e-08,-0.23671114
0.9988787,0.04734224,-6.3033546e-08,-0.23671103
0.9988787,0.04734224,-3.5701465e-08,-0.23671126
0.9988787,0.047342237,-4.5469474e-08,-0.23671126
0.9988787,0.047342233,-5.6940674e-08,-0.2367109
0.9988787,0.047342233,-1.6900579e-08,-0.23671103
0.9988787,0.047342233,4.6250634e-09,-0.23671103
0.9988787,0.047342237,2.6323951e-08,-0.23671114
0.9988787,0.047342237,3.1127488e-08,-0.23671114
0.9988787,0.047342237,3.7096996e-08,-0.23671126
0.9988787,0.04734224,2.6574687e-08,-0.23671126
0.9988787,0.04734224,1.7047812e-08,-0.23671126
0.9988787,0.04734224,8.159514e-09,-0.23671126
0.9988787,0.04734224,-4.2314535e-10,-0.23671126
0.9988787,0.04734224,-9.0216545e-09,-0.23671126
0.9988787,0.04734224,-1.7958097e-08,-0.23671126
0.9988787,0.047342237,-2.7567213e-08,-0.23671126
0.9988787,0.047342237,-3.8208942e-08,-0.23671126
0.9988787,0.047342233,-5.0281894e-08,-0.2367109
0.9988787,0.047342233,-1.0594128e-08,-0.23671103
0.9988787,0.047342233,1.0815413e-08,-0.23671103
0.9988787,0.047342237,3.2630076e-08,-0.23671114
0.9988787,0.047342237,3.7785604e-08,-0.23671126
0.9988787,0.04734224,2.6475107e-08,-0.23671126
0.9988787,0.04734224,1.6156314e-08,-0.23671126
0.9988787,0.04734224,6.4427033e-09,-0.23671126
0.9988787,0.04734224,-3.0295764e-09,-0.23671126
0.9988787,0.04734224,-1.2615338e-08,-0.23671126
0.9988787,0.047342237,-2.2673644e-08,-0.23671114
0.9988787,0.047342237,-1.5699865e-08,-0.23671126
0.9988787,0.047342237,-2.7195563e-08,-0.23671126
0.9988787,0.047342233,-3.9709953e-08,-0.23671103
0.9988787,0.047342233,-1.794901e-08,-0.23671103
0.9988787,0.047342233,3.1396015e-09,-0.23671103
0.9988787,0.047342233,2.4345816e-08,-0.23671103
0.9988787,0.047342237,4.6463974e-08,-0.23671126
0.9988787,0.047342237,3.455979e-08,-0.23671114
0.9988787,0.04734224,4.183154e-08,-0.23671138
0.9988787,0.04734224,1.4907426e-08,-0.23671126
0.9988787,0.04734224,6.4231083e-09,-0.23671126
0.9988787,0.04734224,-1.8206138e-09,-0.23671126
0.9988787,0.04734224,-1.0132532e-08,-0.23671126
0.9988787,0.04734224,-1.8823995e-08,-0.23671126
0.9988787,0.047342237,-2.8220565e-08,-0.23671114
0.9988787,0.047342237,-2.0792827e-08,-0.23671114
0.9988787,0.047342237,-1.4143946e-08,-0.23671126
0.9988787,0.047342237,-2.590626e-08,-0.23671114
0.9988787,0.047342233,-2.0757577e-08,-0.23671103
0.9988787,0.047342233,1.4949618e-09,-0.23671103
0.9988787,0.047342237,2.38035e-08,-0.23671114
0.9988787,0.047342237,2.9122274e-08,-0.23671114
0.9988787,0.04734224,3.553191e-08,-0.23671126
0.9988787,0.04734224,2.5391104e-08,-0.23671126
0.9988787,0.04734224,1.6201398e-08,-0.23671126
0.9988787,0.04734224,7.618564e-09,-0.23671126
0.9988787,0.04734224,-6.7889583e-10,-0.23671126
0.9988787,0.04734224,-9.001785e-09,-0.23671126
0.9988787,0.04734224,-1.7661861e-08,-0.23671126
0.9988787,0.04734224,-2.6983516e-08,-0.23671126
0.9988787,0.047342237,-3.7315917e-08,-0.23671126
0.9988787,0.047342233,-4.9046097e-08,-0.2367109
0.9988787,0.047342233,-8.969262e-09,-0.23671103
0.9988787,0.047342233,1.289021e-08,-0.23671103
0.9988787,0.047342237,3.523252e-08,-0.23671114
0.9988787,0.047342237,4.1013177e-08,-0.23671126
0.9988787,0.04734224,3.044871e-08,-0.23671126
0.9988787,0.04734224,2.102479e-08,-0.23671126
0.9988787,0.04734224,1.2388415e-08,-0.23671126
0.9988787,0.04734224,4.216084e-09,-0.23671126
0.9988787,0.04734224,-3.798321e-09,-0.23671126
0.9988787,0.04734224,-1.1955003e-08,-0.23671126
0.9988787,0.04734224,-2.0559495e-08,-0.23671126
0.9988787,0.047342237,-2.9934103e-08,-0.23671126
0.9988787,0.047342237,-4.042998e-08,-0.23671114
0.9988787,0.047342233,-3.4558894e-08,-0.23671103
0.9988787,0.047342233,-1.2100915e-08,-0.23671103
0.9988787,0.047342233,9.903787e-09,-0.23671103
0.9988787,0.047342237,3.2279466e-08,-0.23671114
0.9988787,0.047342237,3.7982872e-08,-0.23671126
0.9988787,0.04734224,2.7227648e-08,-0.23671126
0.9988787,0.04734224,1.7492313e-08,-0.23671126
0.9988787,0.04734224,8.412206e-09,-0.23671126
0.9988787,0.04734224,-3.5279746e-10,-0.23671126
0.9988787,0.04734224,-9.131016e-09,-0.23671126
0.9988787,0.04734224,-1.8251264e-08,-0.23671126
0.9988787,0.047342237,-2.8055167e-08,-0.23671114
0.9988787,0.047342237,-2.1028567e-08,-0.23671114
0.9988787,0.047342237,-1.4789653e-08,-0.23671126
0.9988787,0.047342233,-2.6986122e-08,-0.23671103
0.9988787,0.047342233,-4.4306496e-09,-0.23671103
0.9988787,0.047342237,1.795886e-08,-0.23671114
0.9988787,0.047342237,2.3139679e-08,-0.23671114
0.9988787,0.047342237,2.918726e-08,-0.23671114
0.9988787,0.04734224,3.632814e-08,-0.23671126
0.9988787,0.04734224,2.6948403e-08,-0.23671126
0.9988787,0.04734224,1.8578096e-08,-0.23671126
0.9988787,0.047342245,1.0903688e-08,-0.23671138
0.9988787,0.04734224,-1.42436845e-08,-0.23671126
0.9988787,0.04734224,-2.2043201e-08,-0.23671126
0.9988787,0.04734224,-3.0668414e-08,-0.23671126
0.9988787,0.047342237,-4.0442398e-08,-0.23671114
0.9988787,0.047342237,-3.3849883e-08,-0.23671126
0.9988787,0.047342233,-4.6406708e-08,-0.2367109
0.9988787,0.047342233,-7.0576496e-09,-0.23671103
0.9988787,0.047342233,1.4145649e-08,-0.23671103
0.9988787,0.047342237,3.5878813e-08,-0.23671126
0.9988787,0.047342237,2.319314e-08,-0.23671114
0.9988787,0.047342237,2.9257626e-08,-0.23671114
0.9988787,0.04734224,3.6418044e-08,-0.23671126
0.9988787,0.04734224,2.7061214e-08,-0.23671126
0.9988787,0.04734224,1.871804e-08,-0.23671126
0.9988787,0.047342245,1.1076008e-08,-0.23671138
0.9988787,0.04734224,-1.4032534e-08,-0.23671126
0.9988787,0.04734224,-2.1785313e-08,-0.23671126
0.9988787,0.04734224,-3.0354123e-08,-0.23671126
0.9988787,0.047342237,-4.0059938e-08,-0.23671114
0.9988787,0.047342237,-3.338492e-08,-0.23671126
0.9988787,0.047342233,-4.584183e-08,-0.2367109
0.9988787,0.047342233,-6.371701e-09,-0.23671103
0.9988787,0.047342233,1.4978365e-08,-0.23671103
0.81282514,0.5825077,0.10889281,-1.2641749
0.8023239,0.5968889,0.35614738,0.12319994
0.7771119,0.6293625,0.82229406,0.024203777
0.7346607,0.6784347,1.2979465,1.0215135
0.66475546,0.747061,1.9599996,1.206079
0.5581098,0.8297671,2.7012072,1.134336
0.40540507,0.9141371,3.4936829,1.6608045
0.19474906,0.9808531,4.4284062,1.8721199
-0.07616777,0.997095,5.4448643,1.9392567
-0.38980544,0.92089725,6.483574,1.9619427
-0.69889206,0.7152272,7.4685383,1.9596562
-0.9222448,0.38660645,8.0,1.9287133
-0.99999535,-0.0030508973,8.0,1.7799277
-0.91986865,-0.3922266,8.0,0.06335616
-0.70468473,-0.7095205,7.7153335,-1.836771
-0.4228562,-0.9061968,6.9076777,-1.7245269
-0.13768853,-0.9904756,5.969351,-0.39308107
0.11995967,-0.9927788,5.167532,0.9271486
0.34134763,-0.9399371,4.5620203,0.9204328
0.5210724,-0.8535125,3.9951322,0.3172171
0.6580574,-0.7529678,3.4025805,0.32968998
0.75953716,-0.6504639,2.8873081,0.16763401
0.83262557,-0.55383635,2.4246054,-0.2517991
0.8830885,-0.46920636,1.9714582,-0.06947124
0.9179419,-0.3967148,1.6091328,0.18776727
0.94243836,-0.33437985,1.3397617,0.05355525
0.95935273,-0.28220966,1.0970101,-0.06438911
0.97078586,-0.23994762,0.87569445,-0.029592752
0.97849804,-0.20625602,0.69129485,0.17989182
0.983921,-0.17860436,0.5635866,0.48915792
0.9881013,-0.15380454,0.503007,0.3278134
0.99122465,-0.13218817,0.4368256,0.47704697
0.9937218,-0.11187939,0.40924153,0.2072916
0.9955577,-0.094153166,0.35642573,0.3265152
0.99699426,-0.07747571,0.33478814,0.15931034
0.998046,-0.062483802,0.3005779,0.13211584
0.9988072,-0.048828486,0.27353242,0.0574522
0.99933136,-0.036563314,0.24552889,0.031101704
0.9996766,-0.025430141,0.22277166,-0.022407413
0.99988115,-0.015415374,0.20033795,-0.056282163
0.9999795,-0.0063992366,0.18033409,-0.09804833
0.9999986,0.0016420899,0.16082741,-0.112592936
0.99996036,0.008900475,0.14517005,-0.14032817
0.9998808,0.015439788,0.13079618,-0.17213571
0.99977386,0.021266581,0.11655565,-0.20772052
0.9996532,0.026332516,0.10134751,-0.23546922
0.9995311,0.030619599,0.085776515,-0.2562493
0.9994173,0.034132946,0.07030382,-0.26091278
0.9993164,0.036969483,0.056766614,-0.25901687
0.99922943,0.039249882,0.045641195,-0.2561978
0.9991558,0.04108085,0.036648937,-0.25317144
0.9990942,0.042553753,0.029483857,-0.25129604
0.99904305,0.04373789,0.023704765,-0.24980819
0.99900097,0.044688806,0.019036952,-0.25004268
0.99896705,0.0454404,0.015047155,-0.24915564
0.99894017,0.04602749,0.011754108,-0.25127292
0.9989203,0.046456218,0.008583787,-0.2496438
0.9989064,0.046754863,0.005979381,-0.24664581
0.9988969,0.046957076,0.004048657,-0.24382842
0.9988906,0.047091536,0.0026922,-0.24161243
0.9988864,0.047179885,0.0017689861,-0.24000561
0.99888366,0.047237474,0.0011530587,-0.2388916
0.99888194,0.047274806,0.0007474244,-0.23813939
0.9988808,0.04729891,0.00048261872,-0.2376399
0.99888,0.04731443,0.0003108141,-0.23731232
0.99887955,0.047324408,0.00019979,-0.23709905
0.99887925,0.047330815,0.00012823945,-0.23696065
0.9988791,0.04733492,8.2252795e-05,-0.23687136
0.99887896,0.047337558,5.2740324e-05,-0.23681402
0.9988789,0.047339246,3.3804346e-05,-0.2367773
0.99887884,0.047340326,2.1642083e-05,-0.23675358
0.9988788,0.04734102,1.3848883e-05,-0.23673856
0.9988788,0.04734146,8.82749e-06,-0.23672831
0.9988788,0.04734174,5.6745566e-06,-0.23672223
0.9988787,0.047341924,3.646131e-06,-0.23671877
0.9988787,0.047342036,2.2728427e-06,-0.23671556
0.9988787,0.04734211,1.4674881e-06,-0.23671424
0.9988787,0.047342155,9.137978e-07,-0.23671281
0.9988787,0.047342185,6.089133e-07,-0.23671222
0.9988787,0.047342207,4.1624438e-07,-0.23671198
0.9988787,0.047342222,2.749299e-07,-0.23671186
0.9988787,0.04734223,1.6179516e-07,-0.2367115
0.9988787,0.047342233,1.08365086e-07,-0.23671162
0.9988787,0.047342237,4.1112763e-08,-0.23671126
0.9988787,0.047342237,2.9044617e-08,-0.23671114
0.9988787,0.04734224,3.5945817e-08,-0.23671126
0.9988787,0.04734224,2.6312081e-08,-0.23671126
0.9988787,0.04734224,1.7663941e-08,-0.23671126
0.9988787,0.04734224,9.677456e-09,-0.23671126
0.9988787,0.04734224,2.0534685e-09,-0.23671126
0.9988787,0.04734224,-5.4936002e-09,-0.23671126
0.9988787,0.04734224,-1.3246448e-08,-0.23671126
0.9988787,0.04734224,-2.1495481e-08,-0.23671126
0.9988787,0.04734224,-3.054969e-08,-0.23671126
0.9988787,0.047342237,-4.074823e-08,-0.23671114
0.9988787,0.047342237,-3.4591718e-08,-0.23671126
0.9988787,0.047342233,-4.761234e-08,-0.2367109
0.9988787,0.047342233,-8.772236e-09,-0.23671103
0.9988787,0.047342233,1.1857881e-08,-0.23671103
0.9988787,0.047342233,3.293217e-08,-0.2367109
0.9988787,0.047342237,7.312143e-08,-0.2367115
0.9988787,0.04734224,2.6642692e-08,-0.23671126
0.9988787,0.04734224,1.6924725e-08,-0.23671126
0.9988787,0.04734224,7.840723e-09,-0.23671126
0.9988787,0.04734224,-9.49582e-10,-0.23671126
0.9988787,0.04734224,-9.775456e-09,-0.23671126
0.9988787,0.04734224,-1.8967498e-08,-0.23671126
0.9988787,0.047342237,-2.8870025e-08,-0.23671126
0.9988787,0.047342237,-3.9853962e-08,-0.23671114
0.9988787,0.047342233,-3.4449354e-08,-0.23671103
0.9988787,0.047342233,-1.2453756e-08,-0.23671103
0.9988787,0.047342233,9.075351e-09,-0.23671103
