state_0,state_1,state_2,norm_state_0,norm_state_1,norm_state_2,action_0
0.9974607,-0.07121881,-0.0016514072,0.45945182,-0.08627597,-0.014773072,0.35787565
0.9974558,-0.07128784,-0.0013841678,0.45944315,-0.086466186,-0.014648977,0.35793275
0.99745166,-0.0713457,-0.0011601377,0.45943597,-0.08662563,-0.014544947,0.3579802
0.9974482,-0.0713942,-0.0009723851,0.45942992,-0.08675926,-0.014457763,0.3580202
0.9974453,-0.07143484,-0.00081500475,0.4594248,-0.08687125,-0.014384682,0.35805362
0.99744284,-0.07146891,-0.0006830933,0.45942053,-0.08696514,-0.014323428,0.35808158
0.99744076,-0.07149746,-0.0005725392,0.45941687,-0.087043814,-0.014272092,0.35810518
0.9974391,-0.071521394,-0.00047985994,0.45941395,-0.08710976,-0.0142290555,0.3581246
0.99743766,-0.07154146,-0.00040221465,0.45941147,-0.08716505,-0.014193,0.35814118
0.9974364,-0.07155827,-0.00033712824,0.45940927,-0.08721136,-0.014162777,0.3581552
0.9974354,-0.071572356,-0.0002825507,0.4594075,-0.08725019,-0.014137434,0.35816664
0.99743456,-0.07158417,-0.000236825,0.45940605,-0.08728275,-0.014116201,0.35817665
0.99743384,-0.07159407,-0.00019845544,0.4594048,-0.087310016,-0.0140983835,0.35818446
0.99743325,-0.07160237,-0.00016633763,0.45940375,-0.08733288,-0.014083469,0.35819137
0.99743277,-0.07160932,-0.00013940435,0.45940292,-0.08735204,-0.014070963,0.35819674
0.99743235,-0.071615145,-0.000116880656,0.45940217,-0.08736809,-0.014060504,0.35820204
0.997432,-0.07162003,-9.793301e-05,0.45940155,-0.087381564,-0.014051705,0.35820574
0.9974317,-0.07162412,-8.209409e-05,0.45940104,-0.08739283,-0.01404435,0.35820895
0.99743146,-0.07162756,-6.884301e-05,0.45940062,-0.0874023,-0.014038197,0.35821223
0.9974312,-0.07163043,-5.7675163e-05,0.4594002,-0.08741022,-0.014033011,0.35821456
0.99743104,-0.07163284,-4.831589e-05,0.45939988,-0.08741685,-0.014028665,0.3582163
0.9974309,-0.07163486,-4.0504536e-05,0.45939967,-0.087422416,-0.014025037,0.3582179
0.9974308,-0.07163656,-3.3966797e-05,0.45939946,-0.087427095,-0.014022002,0.35821944
0.9974307,-0.07163797,-2.8467082e-05,0.45939925,-0.087431,-0.014019448,0.35822076
0.9974306,-0.071639165,-2.3835446e-05,0.45939916,-0.087434284,-0.014017297,0.3582214
0.99743056,-0.07164016,-1.9996995e-05,0.45939904,-0.08743703,-0.014015514,0.35822242
0.9974305,-0.071641,-1.6754511e-05,0.45939896,-0.087439336,-0.014014009,0.35822296
0.99743044,-0.0716417,-1.4058241e-05,0.45939884,-0.087441266,-0.014012757,0.35822368
0.9974304,-0.07164229,-1.1780512e-05,0.45939875,-0.08744289,-0.0140117,0.3582242
0.9974304,-0.07164278,-9.862952e-06,0.45939875,-0.08744424,-0.014010809,0.35822433
0.9974303,-0.07164319,-8.29642e-06,0.45939863,-0.08744537,-0.014010082,0.3582251
0.9974303,-0.07164354,-6.9239754e-06,0.45939863,-0.08744633,-0.014009444,0.3582253
0.99743026,-0.07164382,-5.7836905e-06,0.45939854,-0.087447114,-0.014008915,0.3582251
0.99743026,-0.07164407,-4.886559e-06,0.45939854,-0.08744779,-0.014008498,0.35822564
0.99743026,-0.07164428,-4.091736e-06,0.45939854,-0.087448366,-0.014008129,0.35822588
0.9974302,-0.07164444,-3.414196e-06,0.45939842,-0.08744882,-0.014007814,0.35822594
0.9974302,-0.07164459,-2.8554189e-06,0.45939842,-0.08744923,-0.014007555,0.35822612
0.9974302,-0.0716447,-2.3766224e-06,0.45939842,-0.087449536,-0.014007333,0.35822582
0.9974302,-0.071644805,-2.031424e-06,0.45939842,-0.08744983,-0.014007173,0.35822642
0.9974302,-0.07164489,-1.6728012e-06,0.45939842,-0.08745005,-0.014007006,0.35822618
0.9974302,-0.07164496,-1.4125101e-06,0.45939842,-0.08745026,-0.014006885,0.35822636
0.9974302,-0.07164502,-1.1782298e-06,0.45939842,-0.08745042,-0.014006776,0.35822636
0.9974302,-0.071645066,-9.880196e-07,0.45939842,-0.08745054,-0.014006688,0.3582263
0.9974302,-0.07164511,-8.4370555e-07,0.45939842,-0.08745067,-0.014006621,0.35822666
0.9974302,-0.07164514,-6.773051e-07,0.45939842,-0.08745075,-0.014006544,0.35822612
0.9974302,-0.07164517,-6.167045e-07,0.45939842,-0.08745083,-0.014006515,0.35822642
0.9974302,-0.0716452,-5.344674e-07,0.45939842,-0.087450914,-0.014006477,0.35822654
0.9974302,-0.07164522,-4.5433998e-07,0.45939842,-0.08745097,-0.01400644,0.35822684
0.9974302,-0.07164524,-3.4650301e-07,0.45939842,-0.08745102,-0.01400639,0.35822654
0.9974302,-0.07164525,-2.9633003e-07,0.45939842,-0.087451056,-0.014006367,0.35822654
0.9974302,-0.07164527,-2.5724083e-07,0.45939842,-0.0874511,-0.014006348,0.35822666
0.99743015,-0.07164528,-2.0989201e-07,0.45939833,-0.08745114,-0.014006327,0.3582269
0.99743015,-0.07164528,-1.3463111e-07,0.45939833,-0.08745114,-0.0140062915,0.35822648
0.99743015,-0.07164529,-1.2699077e-07,0.45939833,-0.08745116,-0.014006288,0.35822666
0.99743015,-0.0716453,-9.7278274e-08,0.45939833,-0.08745118,-0.014006274,0.35822654
0.99743015,-0.071645305,-8.9085724e-08,0.45939833,-0.087451205,-0.01400627,0.35822666
0.99743015,-0.071645305,-6.634391e-08,0.45939833,-0.087451205,-0.01400626,0.35822654
0.99743015,-0.071645305,-6.396499e-08,0.45939833,-0.087451205,-0.014006259,0.35822654
0.99743015,-0.07164531,-6.39786e-08,0.45939833,-0.08745122,-0.014006259,0.35822666
0.99743015,-0.07164531,-4.8503843e-08,0.45939833,-0.08745122,-0.0140062515,0.35822654
0.99743015,-0.07164532,-5.27247e-08,0.45939833,-0.08745124,-0.014006253,0.35822678
0.99743015,-0.07164532,-2.315487e-08,0.45939833,-0.08745124,-0.014006239,0.35822666
0.99743015,-0.07164532,-1.2332506e-08,0.45939833,-0.08745124,-0.014006235,0.35822666
0.99743015,-0.07164532,-1.971423e-09,0.45939833,-0.08745124,-0.01400623,0.35822654
0.99743015,-0.07164532,-9.565472e-09,0.45939833,-0.08745124,-0.014006234,0.35822654
0.99743015,-0.07164532,-1.7517305e-08,0.45939833,-0.08745124,-0.0140062375,0.35822666
0.99743015,-0.07164532,-8.242954e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164532,-1.7158314e-08,0.45939833,-0.08745124,-0.0140062375,0.35822666
0.99743015,-0.07164532,-8.834062e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164532,-1.872163e-08,0.45939833,-0.08745124,-0.0140062375,0.35822666
0.99743015,-0.07164532,-1.1428063e-08,0.45939833,-0.08745124,-0.014006235,0.35822666
0.99743015,-0.07164532,-4.561946e-09,0.45939833,-0.08745124,-0.014006231,0.35822654
0.99743015,-0.07164533,-1.5747856e-08,0.45939833,-0.087451264,-0.014006237,0.35822684
0.99743015,-0.07164532,1.718069e-08,0.45939833,-0.08745124,-0.014006221,0.35822654
0.99743015,-0.07164532,6.048374e-09,0.45939833,-0.08745124,-0.014006226,0.35822654
0.99743015,-0.07164532,-4.857712e-09,0.45939833,-0.08745124,-0.014006231,0.35822654
0.99743015,-0.07164532,-1.5945494e-08,0.45939833,-0.08745124,-0.014006237,0.35822666
0.99743015,-0.07164533,-9.748301e-09,0.45939833,-0.087451264,-0.014006234,0.35822678
0.99743015,-0.07164532,1.3965663e-08,0.45939833,-0.08745124,-0.014006223,0.35822654
0.99743015,-0.07164532,2.4392064e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164533,-8.996015e-09,0.45939833,-0.087451264,-0.014006233,0.35822678
0.99743015,-0.07164532,1.4995067e-08,0.45939833,-0.08745124,-0.014006222,0.35822654
0.99743015,-0.07164532,3.7842325e-09,0.45939833,-0.08745124,-0.014006227,0.35822654
0.99743015,-0.07164532,-7.2850583e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164533,-1.8626837e-08,0.45939833,-0.087451264,-0.0140062375,0.3582269
0.99743015,-0.07164532,2.2978854e-08,0.45939833,-0.08745124,-0.014006218,0.35822642
0.99743015,-0.07164532,-6.081537e-09,0.45939833,-0.08745124,-0.014006232,0.35822654
0.99743015,-0.07164533,-1.7488006e-08,0.45939833,-0.087451264,-0.0140062375,0.3582269
0.99743015,-0.07164532,2.4095591e-08,0.45939833,-0.08745124,-0.014006218,0.35822642
0.99743015,-0.07164532,-4.945124e-09,0.45939833,-0.08745124,-0.014006231,0.35822654
0.99743015,-0.07164533,-1.628941e-08,0.45939833,-0.087451264,-0.014006237,0.35822684
0.99743015,-0.07164532,1.6460504e-08,0.45939833,-0.08745124,-0.014006222,0.35822654
0.99743015,-0.07164532,5.122616e-09,0.45939833,-0.08745124,-0.014006226,0.35822654
0.99743015,-0.07164532,-6.0236665e-09,0.45939833,-0.08745124,-0.014006232,0.35822654
0.99743015,-0.07164533,-1.7395257e-08,0.45939833,-0.087451264,-0.0140062375,0.3582269
0.99743015,-0.07164532,2.4226688e-08,0.45939833,-0.08745124,-0.014006218,0.35822642
0.99743015,-0.07164532,-4.7707744e-09,0.45939833,-0.08745124,-0.014006231,0.35822654
0.99743015,-0.07164533,-1.6065288e-08,0.45939833,-0.087451264,-0.014006237,0.35822684
0.99743015,-0.07164532,1.6742781e-08,0.45939833,-0.08745124,-0.014006222,0.35822654
0.99743015,-0.07164532,5.473609e-09,0.45939833,-0.08745124,-0.014006226,0.35822654
0.99743015,-0.07164532,-5.590831e-09,0.45939833,-0.08745124,-0.014006232,0.35822654
0.99743015,-0.07164533,-1.6864389e-08,0.45939833,-0.087451264,-0.014006237,0.35822684
0.99743015,-0.07164532,1.5934749e-08,0.45939833,-0.08745124,-0.014006222,0.35822654
0.99743015,-0.07164532,4.626419e-09,0.45939833,-0.08745124,-0.014006227,0.35822654
0.99743015,-0.07164532,-6.508866e-09,0.45939833,-0.08745124,-0.014006232,0.35822654
0.99743015,-0.07164533,-1.7887606e-08,0.45939833,-0.087451264,-0.0140062375,0.3582269
0.99743015,-0.07164532,2.3708774e-08,0.45939833,-0.08745124,-0.014006218,0.35822642
0.99743015,-0.07164532,-5.3336264e-09,0.45939833,-0.08745124,-0.014006232,0.35822654
0.99743015,-0.07164533,-1.669413e-08,0.45939833,-0.087451264,-0.014006237,0.35822684
0.99743015,-0.07164532,1.6024428e-08,0.45939833,-0.08745124,-0.014006222,0.35822654
0.99743015,-0.07164532,4.638875e-09,0.45939833,-0.08745124,-0.014006227,0.35822654
0.99743015,-0.07164532,-6.573168e-09,0.45939833,-0.08745124,-0.014006232,0.35822654
0.99743015,-0.07164533,-1.803107e-08,0.45939833,-0.087451264,-0.0140062375,0.3582269
0.99743015,-0.07164532,2.348078e-08,0.45939833,-0.08745124,-0.014006218,0.35822642
0.99743015,-0.07164532,-5.6546776e-09,0.45939833,-0.08745124,-0.014006232,0.35822654
0.99743015,-0.07164533,-1.7120247e-08,0.45939833,-0.087451264,-0.014006237,0.35822684
0.99743015,-0.07164532,1.5477308e-08,0.45939833,-0.08745124,-0.014006222,0.35822654
0.99743015,-0.07164532,3.9502868e-09,0.45939833,-0.08745124,-0.014006227,0.35822654
0.99743015,-0.07164532,-7.4289797e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164533,-1.9086116e-08,0.45939833,-0.087451264,-0.0140062375,0.3582269
0.99743015,-0.07164532,2.2187036e-08,0.45939833,-0.08745124,-0.014006219,0.35822648
0.99743015,-0.07164532,1.7051889e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164533,-9.772182e-09,0.45939833,-0.087451264,-0.014006234,0.35822678
0.99743015,-0.07164532,1.41477186e-08,0.45939833,-0.08745124,-0.014006223,0.35822654
0.99743015,-0.07164532,2.8340086e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164532,-8.373699e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164533,-1.9894614e-08,0.45939833,-0.087451264,-0.014006238,0.3582269
0.99743015,-0.07164532,2.148452e-08,0.45939833,-0.08745124,-0.014006219,0.35822648
0.99743015,-0.07164532,1.0823779e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164533,-1.0338583e-08,0.45939833,-0.087451264,-0.014006234,0.35822678
0.99743015,-0.07164532,1.3616542e-08,0.45939833,-0.08745124,-0.014006223,0.35822654
0.99743015,-0.07164532,2.3181874e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164532,-8.893458e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164533,-2.0437751e-08,0.45939833,-0.087451264,-0.014006238,0.3582269
0.99743015,-0.07164532,2.089769e-08,0.45939833,-0.08745124,-0.01400622,0.35822648
0.99743015,-0.07164532,4.2990403e-10,0.45939833,-0.08745124,-0.014006229,0.35822654
0.99743015,-0.07164533,-1.1081106e-08,0.45939833,-0.087451264,-0.014006234,0.35822678
0.99743015,-0.07164532,1.2756198e-08,0.45939833,-0.08745124,-0.0140062235,0.35822654
0.99743015,-0.07164532,1.3078432e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164533,-1.0091594e-08,0.45939833,-0.087451264,-0.014006234,0.35822678
0.99743015,-0.07164532,1.3894294e-08,0.45939833,-0.08745124,-0.014006223,0.35822654
0.99743015,-0.07164532,2.6370917e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164532,-8.521473e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164533,-1.9998772e-08,0.45939833,-0.087451264,-0.014006238,0.3582269
0.99743015,-0.07164532,2.1420082e-08,0.45939833,-0.08745124,-0.014006219,0.35822648
0.99743015,-0.07164532,1.0552471e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164533,-1.032942e-08,0.45939833,-0.087451264,-0.014006234,0.35822678
0.99743015,-0.07164532,1.36623415e-08,0.45939833,-0.08745124,-0.014006223,0.35822654
0.99743015,-0.07164532,2.4023379e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164532,-8.76781e-09,0.45939833,-0.08745124,-0.014006233,0.35822654
0.99743015,-0.07164533,-2.0265905e-08,0.45939833,-0.087451264,-0.014006238,0.3582269
0.99743015,-0.07164532,2.112216e-08,0.45939833,-0.08745124,-0.014006219,0.35822648
0.99743015,-0.07164532,7.1539563e-10,0.45939833,-0.08745124,-0.014006229,0.35822654
0.99743015,-0.07164533,-1.0723914e-08,0.45939833,-0.087451264,-0.014006234,0.35822678
0.99743015,-0.07164532,1.3198449e-08,0.45939833,-0.08745124,-0.014006223,0.35822654
0.99743015,-0.07164532,1.8516954e-09,0.45939833,-0.08745124,-0.014006228,0.35822654
0.99743015,-0.07164532,-9.425798e-09,0.45939833,-0.08745124,-0.014006234,0.35822654
0.99743015,-0.07164533,-2.105585e-08,0.45939833,-0.087451264,-0.014006238,0.3582269
0.99743015,-0.07164532,2.0170711e-08,0.45939833,-0.08745124,-0.01400622,0.35822648
-0.61707073,-0.7869077,0.8972989,-2.3651798,-2.0583992,0.40266082,-2.0
-0.61679065,-0.78712726,0.0071181394,-2.3646898,-2.059004,-0.010700871,-2.0
-0.65093863,-0.75913036,-0.8832273,-2.424432,-1.9818571,-0.42413902,-2.0
-0.71487755,-0.6992497,-1.752575,-2.5362935,-1.8168523,-0.82782674,-2.0
-0.798801,-0.6015953,-2.5770123,-2.683118,-1.5477598,-1.21066,-2.0
-0.8874165,-0.46096852,-3.3282087,-2.8381512,-1.1602545,-1.5594833,-2.0
-0.9609477,-0.27673,-3.9739351,-2.9667945,-0.65257424,-1.8593309,-2.0
-0.9984147,-0.05628564,-4.4814825,-3.0323431,-0.04512673,-2.095014,-2.0
-0.9829603,0.1838182,-4.823697,-3.0053058,0.61649364,-2.253924,-2.0
-0.9072232,0.4206495,-4.985833,-2.8728032,1.2690964,-2.329213,-2.0
-0.77588576,0.63087344,-4.970346,-2.6430275,1.8483809,-2.3220212,-2.0
-0.603799,0.7971366,-4.797191,-2.341961,2.3065288,-2.2416155,-2.0
-0.4107636,0.9117419,-4.4993386,-2.0042443,2.6223307,-2.1033058,-2.0
-0.21580367,0.9764368,-4.1155324,-1.6631609,2.8006012,-1.9250826,-2.0
-0.033348404,0.99944377,-3.6832047,-1.3439544,2.8639984,-1.7243282,-2.0
0.12797458,0.9917774,-3.2336218,-1.061719,2.8428733,-1.5155612,-2.0
0.26462588,0.9643512,-2.7897887,-0.8226468,2.7672987,-1.3094642,-2.0
0.3766175,0.9263689,-2.3665254,-0.62671685,2.662636,-1.112919,-2.0
0.46596915,0.884801,-1.9717487,-0.47039562,2.5480933,-0.9296016,-2.0
0.5355315,0.8445152,-1.608148,-0.34869587,2.4370835,-0.760761,-2.0
0.58823544,0.8086897,-1.2747616,-0.25649008,2.3383641,-0.6059507,-2.0
0.6266814,0.77927554,-0.96824425,-0.18922868,2.2573116,-0.46361727,-2.0
0.6529529,0.7573985,-0.6837876,-0.14326651,2.1970282,-0.3315278,-2.0
0.6685547,0.74366295,-0.41573873,-0.11597105,2.1591792,-0.20705743,-1.9642085
0.6742102,0.7385395,-0.15262279,-0.10607678,2.1450613,-0.08487769,-1.8615052
0.6696905,0.7426403,0.12205607,-0.11398402,2.156361,0.042671364,-1.7775065
0.6542356,0.7562908,0.41241032,-0.14102243,2.193976,0.1774994,-1.7065302
0.6264489,0.77946246,0.7236489,-0.18963537,2.2578268,0.3220252,-1.5979548
0.58393,0.811804,1.0685525,-0.26402244,2.3469458,0.48218364,-1.4197088
0.52297616,0.8523473,1.4644492,-0.37066156,2.4586654,0.66602105,-1.1862524
0.43860906,0.89867795,1.9257718,-0.51826227,2.586332,0.8802394,-0.90411425
0.32483965,0.94576913,2.4641633,-0.71730244,2.7160947,1.1302453,-0.47987837
0.17486314,0.98459274,3.1015084,-0.9796872,2.8230753,1.426201,0.1814446
-0.017590804,0.99984527,3.8671696,-1.3163865,2.8651047,1.7817411,1.1485914
-0.25423712,0.9671419,4.7893424,-1.7304004,2.7749887,2.2099586,2.0
-0.52080506,0.8536756,5.8146987,-2.1967626,2.4623256,2.68609,2.0
-0.77425784,0.6328703,6.7549553,-2.6401796,1.8538834,3.1227047,2.0
-0.95270675,0.30389124,7.5296082,-2.9523768,0.94736207,3.4824202,2.0
-0.9958418,-0.09109911,8.0,-3.027842,-0.14105733,3.70085,1.9424018
-0.8817554,-0.47170693,8.0,-2.828247,-1.1898447,3.70085,0.8117161
-0.63744056,-0.7704995,7.767977,-2.400817,-2.0131855,3.5931087,0.29836226
-0.3235028,-0.9462272,7.234857,-1.8515812,-2.4974134,3.3455505,-0.46326733
-0.006644157,-0.99997795,6.4556966,-1.2972353,-2.645527,2.9837418,-1.2165222
0.2662664,-0.9638995,5.523235,-0.81977665,-2.5461106,2.5507467,-1.6366282
0.47701767,-0.8788937,4.554816,-0.45106617,-2.311872,2.1010544,-1.4182458
0.62988394,-0.7766893,3.6829085,-0.18362579,-2.0302417,1.6961782,-0.95143104
0.7374504,-0.6754013,2.9576771,0.0045623546,-1.7511365,1.359412,-0.536541
0.8121454,-0.5834551,2.3706448,0.13524166,-1.4977734,1.0868193,-0.20643823
0.8638809,-0.5036962,1.9020879,0.22575313,-1.2779931,0.86924165,0.038186446
0.89985037,-0.43619865,1.5300437,0.28868195,-1.0919995,0.69648033,0.18231417
0.9249631,-0.38005692,1.2302418,0.33261687,-0.9372977,0.55726516,0.35403568
0.9427738,-0.33343297,0.9983045,0.36377677,-0.80882263,0.44956347,0.49504745
0.9556851,-0.29439104,0.8224869,0.3863651,-0.7012403,0.36792132,0.5409142
0.9651771,-0.26159725,0.6828307,0.40297148,-0.61087507,0.303071,0.5671718
0.97225964,-0.23390414,0.57170856,0.4153624,-0.53456503,0.25147066,0.6093979
0.9776737,-0.21012887,0.48769012,0.4248343,-0.46905088,0.2124561,0.59004945
0.98185724,-0.1896216,0.4186009,0.43215343,-0.41254187,0.18037403,0.5518025
0.9851039,-0.17196001,0.3591551,0.4378335,-0.36387432,0.15276995,0.51418304
0.98762983,-0.15680358,0.30731252,0.4422526,-0.32210988,0.1286965,0.4837783
0.98960114,-0.14383885,0.2622766,0.44570142,-0.28638482,0.10778375,0.46200013
0.991148,-0.13276152,0.22369747,0.44840765,-0.25586057,0.08986926,0.44437027
0.9923693,-0.12330098,0.19078186,0.45054433,-0.22979148,0.07458467,0.42947632
0.99333966,-0.11522269,0.16272758,0.452242,-0.20753127,0.061557464,0.41352308
0.9941129,-0.10834911,0.13833901,0.4535948,-0.1885907,0.050232463,0.39699072
0.9947278,-0.102550335,0.1166258,0.45467052,-0.17261185,0.04014978,0.39235556
0.99522114,-0.09764677,0.098566376,0.45553365,-0.15909979,0.03176376,0.38881576
0.99562085,-0.09348324,0.08365366,0.45623294,-0.14762692,0.024838936,0.38136148
0.9959453,-0.08996088,0.07074545,0.45680052,-0.13792086,0.01884492,0.3749199
0.9962086,-0.08699691,0.05951278,0.45726123,-0.12975347,0.013628948,0.37094122
0.9964226,-0.08451079,0.04990628,0.45763558,-0.1229028,0.009168102,0.3686456
0.9965971,-0.082427084,0.041820027,0.4579409,-0.117161036,0.005413194,0.36693156
0.99674,-0.08068095,0.035039447,0.4581909,-0.112349465,0.0022645844,0.36553234
0.99685735,-0.07921772,0.029358586,0.4583962,-0.108317435,-0.0003733633,0.36436307
0.996954,-0.07799154,0.024599757,0.45856535,-0.10493863,-0.0025831591,0.36338043
0.9970339,-0.076963976,0.02061317,0.45870507,-0.102107115,-0.0044343593,0.36255395
0.9971,-0.076102845,0.017273279,0.45882073,-0.09973422,-0.0059852605,0.36185896
0.9971548,-0.075381175,0.01447499,0.45891654,-0.09774561,-0.007284666,0.36127537
0.9972003,-0.07477637,0.012130414,0.4589962,-0.09607903,-0.008373386,0.36078453
0.9972382,-0.07426949,0.010165819,0.45906255,-0.0946823,-0.0092856595,0.3603722
0.99726975,-0.073844686,0.008519529,0.4591177,-0.09351173,-0.010050125,0.36002642
0.99729604,-0.07348865,0.0071399803,0.4591637,-0.09253065,-0.010690729,0.35973608
0.99731797,-0.073190264,0.005983903,0.45920205,-0.09170843,-0.011227562,0.35949254
0.9973363,-0.07294018,0.005015086,0.45923418,-0.0910193,-0.011677438,0.3592878
0.99735165,-0.07273058,0.0042031207,0.45926097,-0.09044174,-0.012054481,0.35911655
0.9973644,-0.072554916,0.0035226673,0.4592833,-0.08995769,-0.012370454,0.3589729
0.99737513,-0.072407685,0.0029524178,0.45930207,-0.089551985,-0.012635253,0.35885203
0.9973841,-0.07228428,0.002474461,0.4593177,-0.08921194,-0.012857196,0.35875094
0.9973916,-0.07218086,0.0020738898,0.45933086,-0.088926956,-0.013043203,0.35866612
0.99739784,-0.07209418,0.0017381639,0.4593418,-0.088688105,-0.0131991,0.35859537
0.9974031,-0.07202152,0.0014568366,0.45935097,-0.088487886,-0.013329737,0.3585354
0.9974075,-0.071960635,0.0012210044,0.4593587,-0.08832011,-0.013439247,0.35848546
0.99741113,-0.0719096,0.0010233487,0.45936504,-0.08817948,-0.01353103,0.35844386
0.99741423,-0.071866825,0.00085772853,0.45937046,-0.088061616,-0.013607937,0.35840863
0.9974168,-0.07183097,0.00071890606,0.45937496,-0.08796282,-0.0136724,0.35837913
0.997419,-0.07180092,0.0006025472,0.4593788,-0.08788,-0.013726432,0.3583542
0.9974208,-0.071775734,0.00050498836,0.45938194,-0.087810606,-0.013771734,0.3583337
0.99742234,-0.07175463,0.00042324208,0.45938465,-0.08775245,-0.013809694,0.35831642
0.9974236,-0.07173694,0.00035473367,0.45938686,-0.087703705,-0.013841506,0.35830212
0.99742466,-0.071722105,0.0002973477,0.45938873,-0.08766283,-0.013868154,0.35828948
