state_0,state_1,action_0
-0.7816748,0.029905487,0.99997926
-0.74852145,0.033153366,0.9999993
-0.7123063,0.036215156,1.0
-0.67325026,0.039056066,1.0
-0.63160914,0.041641127,1.0
-0.58767205,0.043937102,1.0
-0.54175735,0.0459147,1.0
-0.49420652,0.04755082,1.0
-0.44537586,0.048830662,1.0
-0.3956265,0.04974936,1.0
-0.34531352,0.050312974,1.0
-0.29477483,0.05053868,1.0
-0.24432068,0.05045415,1.0
-0.19422452,0.05009616,1.0
-0.14471585,0.049508676,1.0
-0.09597524,0.048740603,1.0
-0.048131727,0.047843516,1.0
-0.0012621935,0.04686953,1.0
0.044607356,0.045869548,1.0
0.08949926,0.0448919,1.0
0.13348073,0.043981474,1.0
0.17665999,0.04317925,1.0
0.2191822,0.042522207,1.0
0.26122567,0.04204347,1.0
0.30299833,0.041772664,1.0
0.34473464,0.041736316,1.0
0.38669294,0.04195829,1.0
0.42915305,0.04246012,1.0
-0.4119355,0.0,-1.0
-0.4142574,-0.0023218987,-1.0
-0.41888472,-0.0046273316,-1.0
-0.42578456,-0.006899833,-1.0
-0.43490753,-0.009122957,-1.0
-0.44618785,-0.01128032,-1.0
-0.45954356,-0.013355697,-1.0
-0.4748767,-0.01533316,-1.0
-0.49207398,-0.017197276,-1.0
-0.51100737,-0.01893336,-1.0
-0.53153515,-0.020527773,-1.0
-0.5535034,-0.021968255,-1.0
-0.57674766,-0.023244271,-1.0
-0.601095,-0.02434734,-1.0
-0.6263664,-0.025271341,-1.0
-0.6523791,-0.026012737,-0.99999976
-0.67894983,-0.026570734,-0.9999981
-0.70589715,-0.026947321,-0.99998266
-0.7330443,-0.027147202,-0.9998505
-0.7602218,-0.027177477,-0.9988545
-0.7872682,-0.027046423,-0.9928214
-0.81402624,-0.026757998,-0.9611701
-0.8403131,-0.026286865,-0.8042366
-0.86577255,-0.025459472,-0.20265323
-0.88939726,-0.023624694,0.6948302
-0.90975463,-0.02035739,0.81168866
-0.92660403,-0.016849382,0.82722855
-0.9398744,-0.013270369,0.8422966
-0.9495098,-0.009635389,0.8563787
-0.9554672,-0.005957412,0.86939263
-0.9577146,-0.0022473899,0.88303924
-0.956227,0.0014876277,0.9139161
-0.95096105,0.0052659772,0.9502139
-0.94187325,0.009087828,0.9722631
-0.9289508,0.012922459,0.98455477
-0.9122071,0.016743634,0.99154246
-0.8916784,0.020528732,0.9954798
-0.86742365,0.024254756,0.99867487
-0.83952576,0.027897911,0.99972606
-0.80809796,0.031427808,0.99996924
-0.7732862,0.034811724,0.9999988
-0.7352721,0.038014103,1.0
-0.694275,0.040997088,1.0
-0.65055305,0.043721955,1.0
-0.60440177,0.046151258,1.0
-0.5561504,0.048251364,1.0
-0.50615525,0.049995113,1.0
-0.45479092,0.051364347,1.0
-0.40243897,0.052351944,1.0
-0.34947583,0.052963123,1.0
-0.29626006,0.053215787,1.0
-0.24312016,0.053139888,1.0
-0.19034427,0.052775886,1.0
-0.13817175,0.052172527,1.0
-0.0867875,0.051384248,1.0
-0.036318995,0.050468504,1.0
0.013164334,0.04948333,1.0
0.061649613,0.04848528,1.0
0.10917753,0.047527917,1.0
0.15583836,0.04666082,1.0
0.20176744,0.04592909,1.0
0.2471407,0.045373265,1.0
0.2921702,0.04502949,1.0
0.3371001,0.0449299,1.0
0.3822031,0.045103002,1.0
0.42777714,0.045574054,1.0
-0.56639194,0.0,-0.99953395
-0.56757116,-0.0011792331,-0.9997948
-0.56992126,-0.002350088,-0.9998997
-0.5734249,-0.003503636,-0.99994105
-0.5780561,-0.004631242,-0.9999605
-0.58378065,-0.005724567,-0.9999691
-0.59055626,-0.006775605,-0.9999721
-0.598333,-0.0077767526,-0.9999712
-0.6070539,-0.008720887,-0.9999659
-0.6166553,-0.009601441,-0.9999533
-0.62706774,-0.010412478,-0.9999268
-0.6382165,-0.011148753,-0.99986964
-0.65002227,-0.011805764,-0.9996975
-0.662402,-0.012379703,-0.99926984
-0.67526937,-0.012867409,-0.9983568
-0.68853563,-0.013266262,-0.9959358
-0.7021086,-0.013573003,-0.98917854
-0.71588963,-0.01378103,-0.970915
-0.7297635,-0.013873889,-0.9241042
-0.743574,-0.013810523,-0.8127026
-0.75707096,-0.013496932,-0.57576674
-0.7698202,-0.012749241,-0.1124388
-0.78105485,-0.011234647,0.5048573
-0.78978765,-0.008732777,0.85869026
-0.7954415,-0.00565385,0.8973713
-0.7979291,-0.0024875735,0.9284992
-0.79719096,0.000738133,0.9515605
-0.7931963,0.0039946623,0.96793723
-0.7859411,0.0072552036,0.98164034
-0.77544284,0.010498309,0.9925617
-0.7617415,0.013701341,0.9976826
-0.7449057,0.01683583,0.9994128
-0.72503024,0.019875472,0.99989915
-0.70223445,0.022795776,0.999987
-0.67666215,0.02557231,0.99999917
-0.6484818,0.028180365,1.0
-0.61788654,0.03059523,1.0
-0.58509356,0.032792997,1.0
-0.55034196,0.034751594,1.0
-0.51389,0.036451954,1.0
-0.4760109,0.03787915,1.0
-0.43698743,0.03902345,1.0
-0.3971063,0.03988115,1.0
-0.35665122,0.040455062,1.0
-0.31589657,0.04075465,1.0
-0.27510083,0.040795747,1.0
-0.23450091,0.04059991,1.0
-0.19430746,0.040193457,1.0
-0.15470114,0.039606314,1.0
-0.115830384,0.038870756,1.0
-0.077810206,0.03802018,1.0
-0.040722225,0.03708798,1.0
-0.0046156114,0.036106613,1.0
0.03049124,0.035106853,1.0
0.064608544,0.034117304,1.0
0.09777266,0.033164117,1.0
0.13004355,0.032270893,1.0
0.1615023,0.031458747,1.0
0.19224879,0.030746484,1.0
0.22239967,0.030150881,1.0
0.25208664,0.029686986,1.0
0.2814551,0.029368466,1.0
0.31066304,0.02920795,1.0
0.3398804,0.029217355,1.0
0.3692886,0.029408175,1.0
0.39908034,0.029791744,1.0
0.42945975,0.030379424,1.0
-0.47231445,0.0,-0.9999992
-0.47419757,-0.0018831157,-0.9999999
-0.47794983,-0.0037522698,-1.0
-0.4835434,-0.0055935676,-1.0
-0.49093667,-0.0073932605,-1.0
-0.5000745,-0.009137834,-1.0
-0.51088864,-0.01081412,-1.0
-0.5232981,-0.012409423,-1.0
-0.53720975,-0.0139116775,-1.0
-0.5525194,-0.015309623,-1.0
-0.56911236,-0.01659299,-1.0
-0.58686507,-0.017752698,-1.0
-0.60564613,-0.018781044,-0.99999994
-0.625318,-0.019671883,-0.99999964
-0.6457388,-0.020420775,-0.999998
-0.66676384,-0.021025084,-0.9999902
-0.68824786,-0.02148404,-0.9999478
-0.7100465,-0.021798698,-0.9996896
-0.7320182,-0.021971658,-0.99829894
-0.754024,-0.02200584,-0.99117744
-0.77592283,-0.021898804,-0.9631555
-0.79754955,-0.021626728,-0.861476
-0.8186375,-0.02108792,-0.51841766
-0.8385681,-0.019930575,0.24242973
-0.8561089,-0.017540824,0.8201095
-0.87031925,-0.014210324,0.83988786
-0.8811135,-0.010794277,0.8530835
-0.88843215,-0.007318604,0.86566305
-0.8922305,-0.0037983614,0.877517
-0.8924779,-0.00024742118,0.9162195
-0.8891155,0.0033624042,0.9461045
-0.8821099,0.0070056543,0.9685924
-0.87145174,0.010658152,0.9825032
-0.8571593,0.014292408,0.99015474
-0.8392771,0.017882237,0.9961896
-0.81787133,0.02140574,0.9990045
-0.79303575,0.024835574,0.99981165
-0.76489264,0.028143095,0.9999788
-0.7335938,0.03129881,0.9999993
-0.69932216,0.03427164,1.0
-0.6622928,0.037029363,1.0
-0.62275296,0.039539814,1.0
-0.5809804,0.04177255,1.0
-0.5372796,0.043700792,1.0
-0.49197623,0.04530337,1.0
-0.4454097,0.046566557,1.0
-0.39792418,0.0474855,1.0
-0.34985906,0.048065115,1.0
-0.3015388,0.04832027,1.0
-0.2532635,0.048275303,1.0
-0.20530064,0.04796285,1.0
-0.15787843,0.04742222,1.0
-0.111181,0.04669743,1.0
-0.06534579,0.04583521,1.0
-0.020462694,0.04488309,1.0
0.023425106,0.0438878,1.0
0.06631908,0.042893972,1.0
0.10826237,0.04194329,1.0
0.14933635,0.041073993,1.0
0.18965706,0.040320713,1.0
0.22937164,0.039714575,1.0
0.2686551,0.039283462,1.0
0.30770752,0.039052423,1.0
0.3467516,0.03904409,1.0
0.38603067,0.03927909,1.0
0.42580703,0.03977637,1.0
-0.5919329,0.0,-0.995968
-0.5929179,-0.0009850282,-0.9979022
-0.5948836,-0.0019657272,-0.99876916
-0.59781694,-0.0029333103,-0.999205
-0.601697,-0.0038800694,-0.9994143
-0.6064958,-0.0047987984,-0.9995157
-0.6121785,-0.0056827334,-0.9995549
-0.618704,-0.006525509,-0.99954665
-0.6260252,-0.007321178,-0.9994788
-0.6340894,-0.00806423,-0.9993167
-0.642839,-0.008749617,-0.9990098
-0.6522118,-0.009372782,-0.9984342
-0.6621414,-0.009929592,-0.99721515
-0.6725574,-0.010416004,-0.9946888
-0.6833851,-0.0108276615,-0.98996574
-0.6945447,-0.011159584,-0.9789924
-0.7059461,-0.011401443,-0.9524266
-0.7174758,-0.011529675,-0.8942817
-0.7289734,-0.011497629,-0.77034616
-0.74018186,-0.011208458,-0.53829664
-0.7506853,-0.0105034355,-0.12300086
-0.75979877,-0.009113507,0.44594812
-0.7666164,-0.0068176566,0.84016275
-0.7705084,-0.0038920036,0.9239054
-0.7713275,-0.0008190805,0.9483597
-0.7690324,0.0022950524,0.96580195
-0.76360977,0.0054226345,0.98122966
-0.75506675,0.008543002,0.99243116
-0.74343526,0.011631468,0.9973955
-0.72877586,0.014659384,0.9992714
-0.7111741,0.017601773,0.9998548
-0.6907388,0.02043529,0.9999757
-0.6676019,0.023136932,0.9999981
-0.64191824,0.025683671,0.9999999
-0.6138657,0.02805255,1.0
-0.5836444,0.030221308,1.0
-0.55147517,0.03216922,1.0
-0.51759714,0.033878047,1.0
-0.4822641,0.035333037,1.0
-0.44574028,0.036523823,1.0
-0.4082951,0.03744518,1.0
-0.37019756,0.038097546,1.0
-0.33171034,0.03848722,1.0
-0.2930841,0.038626235,1.0
-0.2545522,0.038531918,1.0
-0.21632604,0.03822614,1.0
-0.17859165,0.037734386,1.0
-0.14150696,0.037084702,1.0
-0.10520034,0.036306612,1.0
-0.069770254,0.03543009,1.0
-0.035285603,0.03448465,1.0
-0.0017869583,0.033498645,1.0
0.030711722,0.03249868,1.0
0.062221006,0.031509284,1.0
0.09277372,0.030552711,1.0
0.122422636,0.029648917,1.0
0.15123828,0.028815636,1.0
0.17930685,0.028068574,1.0
0.20672849,0.027421635,1.0
0.2336157,0.026887208,1.0
0.26009217,0.026476467,1.0
0.28629184,0.026199669,1.0
0.3123583,0.026066445,1.0
0.33844435,0.026086075,1.0
0.3647121,0.026267733,1.0
0.39133278,0.0266207,1.0
0.4184873,0.027154531,1.0
0.44636652,0.027879195,1.0
-0.52207685,0.0,-0.9999859
-0.52358824,-0.0015113931,-0.9999959
-0.5265997,-0.003011466,-0.9999984
-0.53108865,-0.004488957,-0.9999993
-0.53702146,-0.0059327865,-0.9999996
-0.5443536,-0.007332143,-0.9999997
-0.5530302,-0.008676582,-0.99999976
-0.5629863,-0.009956133,-0.99999976
-0.5741477,-0.011161413,-0.9999997
-0.58643144,-0.012283747,-0.9999996
-0.5997467,-0.013315287,-0.9999992
-0.61399585,-0.014249131,-0.999998
-0.6290753,-0.015079429,-0.9999938
-0.6448768,-0.015801482,-0.99997926
-0.66128856,-0.016411802,-0.9999272
-0.67819667,-0.016908137,-0.99976456
-0.69548607,-0.017289422,-0.999168
-0.7130415,-0.017555397,-0.9967379
-0.73074645,-0.017704945,-0.98763734
-0.74847734,-0.017730879,-0.95501614
-0.7660792,-0.01760187,-0.86429906
-0.7833151,-0.017235916,-0.6218901
-0.7997272,-0.016412066,-0.069218636
-0.814401,-0.014673793,0.6313435
-0.82621306,-0.011812082,0.8522992
-0.8347762,-0.008563188,0.8640232
-0.84003407,-0.0052578365,0.8833097
-0.8419344,-0.0019003431,0.91822195
-0.8404166,0.001517784,0.9460056
-0.83544564,0.0049709906,0.96524405
-0.8270145,0.008431156,0.9786091
-0.8151413,0.011873208,0.9895551
-0.79986554,0.015275802,0.99654746
-0.78125215,0.018613426,0.99907076
-0.75939447,0.021857675,0.9998331
-0.73441243,0.02498205,0.9999788
-0.7064526,0.027959807,0.9999989
-0.67568916,0.030763457,1.0
-0.6423242,0.033364967,1.0
-0.6065875,0.0357367,1.0
-0.5687348,0.037852705,1.0
-0.5290446,0.039690193,1.0
-0.4878136,0.041231036,1.0
-0.44535044,0.04246316,1.0
-0.40196878,0.043381672,1.0
-0.3579792,0.043989558,1.0
-0.3136813,0.044297893,1.0
-0.26935577,0.04432553,1.0
-0.22525749,0.044098288,1.0
-0.18160976,0.04364773,1.0
-0.13860008,0.04300969,1.0
-0.09637737,0.04222271,1.0
-0.055050895,0.041326478,1.0
-0.0146904,0.040360495,1.0
0.024672523,0.039362922,1.0
0.06304229,0.038369767,1.0
0.10045663,0.037414346,1.0
0.13698365,0.03652702,1.0
0.17271881,0.035735164,1.0
0.20778213,0.03506333,1.0
0.24231564,0.034533508,1.0
0.27648112,0.03416549,1.0
0.3104584,0.033977274,1.0
0.34444383,0.033985447,1.0
0.37864938,0.03420555,1.0
0.41330174,0.034652367,1.0
0.4486419,0.035340153,1.0
-0.51373255,0.0,-0.99999124
-0.51530653,-0.0015739729,-0.9999979
-0.5184427,-0.0031361552,-0.9999993
-0.52311754,-0.004674823,-0.99999964
-0.529296,-0.0061784317,-0.9999998
-0.5369317,-0.0076357042,-0.9999999
-0.5459674,-0.0090357335,-0.9999999
-0.5563355,-0.010368095,-0.9999999
-0.5679585,-0.0116229635,-0.9999999
-0.58074975,-0.012791247,-0.9999998
-0.59461445,-0.013864712,-0.99999964
-0.6094506,-0.014836114,-0.9999991
-0.6251499,-0.01569932,-0.999997
-0.6415993,-0.016449409,-0.99998945
-0.65868205,-0.017082758,-0.9999597
-0.6762791,-0.017597077,-0.9998622
-0.6942705,-0.01799139,-0.99948233
-0.7125363,-0.018265776,-0.9978049
-0.7309564,-0.018420119,-0.99114954
-0.7494064,-0.01845004,-0.96567464
-0.767738,-0.018331585,-0.8907631
-0.78573406,-0.017996058,-0.67990637
-0.8029804,-0.01724637,-0.16225803
-0.8186117,-0.015631247,0.57103276
-0.83145154,-0.012839849,0.8478688
-0.8410252,-0.009573665,0.8599566
-0.84727204,-0.0062468825,0.8722789
-0.85014683,-0.0028748098,0.90490437
-0.8495885,0.00055829453,0.9367974
-0.8455516,0.004036902,0.9591925
-0.83801955,0.0075320345,0.9746618
-0.8270018,0.011017722,0.9858453
-0.81253123,0.01447057,0.9946244
-0.7946631,0.017868156,0.9984505
-0.773481,0.021182043,0.9996538
-0.74909604,0.024384975,0.9999535
-0.72164595,0.027450059,0.9999969
-0.6912964,0.030349547,0.9999999
-0.6582415,0.033054892,1.0
-0.622704,0.035537474,1.0
-0.5849342,0.03776986,1.0
-0.5452069,0.039727286,1.0
-0.5038177,0.041389234,1.0
-0.4610767,0.042740963,1.0
-0.41730192,0.04377479,1.0
-0.3728109,0.044491008,1.0
-0.32791263,0.044898275,1.0
-0.28289914,0.04501349,1.0
-0.23803805,0.04486109,1.0
-0.19356614,0.044471905,1.0
-0.14968444,0.043881707,1.0
-0.10655488,0.04312956,1.0
-0.064298674,0.042256206,1.0
-0.022996102,0.041302573,1.0
0.017312419,0.04030852,1.0
0.05662431,0.03931189,1.0
0.094972186,0.038347874,1.0
0.13242085,0.03744866,1.0
0.16906421,0.036643352,1.0
0.20502228,0.035958074,1.0
0.2404385,0.035416238,1.0
0.2754774,0.035038892,1.0
0.31032255,0.034845132,1.0
0.34517503,0.034852486,1.0
0.38025233,0.0350773,1.0
0.41578737,0.035535034,1.0
-0.530403,0.0,-0.9999753
-0.53185195,-0.0014489349,-0.9999916
-0.53473896,-0.00288703,-0.9999965
-0.5390425,-0.004303489,-0.99999833
-0.5447302,-0.0056877,-0.99999905
-0.5517595,-0.007029319,-0.99999934
-0.56007785,-0.008318364,-0.9999994
-0.5696232,-0.009545316,-0.9999994
-0.5803244,-0.010701228,-0.9999993
-0.5921022,-0.011777835,-0.9999989
-0.6048699,-0.012767666,-0.99999815
-0.618534,-0.013664151,-0.99999565
-0.6329957,-0.014461717,-0.9999871
-0.6481516,-0.01515587,-0.99995935
-0.66389483,-0.015743248,-0.99986917
-0.6801165,-0.016221624,-0.999598
-0.6967063,-0.016589802,-0.99865973
-0.71355337,-0.016847061,-0.9951355
-0.7305443,-0.01699097,-0.98275477
-0.74755514,-0.017010814,-0.9411267
-0.7644215,-0.016866378,-0.831619
-0.78088224,-0.016460711,-0.5540733
-0.7964304,-0.015548165,0.030448556
-0.8101076,-0.013677197,0.68827844
-0.82085854,-0.010750945,0.85674214
-0.8283789,-0.0075203553,0.86928844
-0.83261496,-0.004236022,0.8967861
-0.83350617,-0.00089121296,0.93021333
-0.8309984,0.0025077416,0.954129
-0.82506716,0.0059312647,0.97054815
-0.81571496,0.0093522305,0.9823867
-0.80296814,0.012746829,0.99301314
-0.78687334,0.016094796,0.9978893
-0.7675061,0.019367203,0.99946856
-0.7449693,0.022536786,0.99992204
-0.71939176,0.02557757,0.9999926
-0.69092876,0.028463012,0.99999964
-0.6597628,0.031165939,1.0
-0.6261038,0.033659004,1.0
-0.5901881,0.035915732,1.0
-0.55227625,0.037911836,1.0
-0.5126496,0.03962665,1.0
-0.47160506,0.04104455,1.0
-0.4294489,0.042156175,1.0
-0.3864895,0.042959403,1.0
-0.34302968,0.043459836,1.0
-0.29935884,0.043670837,1.0
-0.2557458,0.043613046,1.0
-0.21243232,0.04331347,1.0
-0.16962813,0.042804204,1.0
-0.12750715,0.042120982,1.0
-0.08620548,0.041301668,1.0
-0.045820676,0.040384807,1.0
-0.0064122863,0.03940839,1.0
0.031996567,0.038408853,1.0
0.069416925,0.037420362,1.0
0.1058913,0.036474377,1.0
0.14149077,0.035599466,1.0
0.1763121,0.034821328,1.0
0.21047507,0.03416297,1.0
0.24412008,0.033645,1.0
0.27740607,0.033286005,1.0
0.31050897,0.03310291,1.0
0.34362036,0.033111386,1.0
0.37694654,0.033326186,1.0
0.41070798,0.033761434,1.0
0.4451388,0.034430847,1.0
-0.4769679,0.0,-0.999999
-0.4788165,-0.0018485903,-0.9999998
-0.48249996,-0.0036834476,-1.0
-0.48799086,-0.0054909084,-1.0
-0.49524832,-0.00725746,-1.0
-0.50421816,-0.008969832,-1.0
-0.5148333,-0.010615105,-1.0
-0.52701414,-0.012180839,-1.0
-0.5406694,-0.013655224,-1.0
-0.5556966,-0.01502725,-1.0
-0.5719835,-0.01628689,-1.0
-0.5894088,-0.017425276,-1.0
-0.6078437,-0.0184349,-0.9999999
-0.62715346,-0.019309768,-0.99999946
-0.647199,-0.02004554,-0.9999972
-0.66783863,-0.02063963,-0.9999868
-0.6889299,-0.021091256,-0.99993277
-0.7103313,-0.021401392,-0.99961364
-0.73190373,-0.021572428,-0.9979544
-0.75351053,-0.021606788,-0.9897096
