state_0,state_1,state_2,action_0
0.9943002,0.106616974,-0.19819051,-1.2311871
0.9958008,0.09154635,-0.30290586,0.805336
0.9963041,0.08589645,-0.113445684,-1.055383
0.99714094,0.07556379,-0.2073308,0.4788332
0.99743104,0.07163283,-0.07883298,-0.73663783
0.9978938,0.06486845,-0.13560404,0.17303443
0.99808705,0.0618247,-0.060997527,-0.4162792
0.99831784,0.05797808,-0.077070884,-0.13205266
0.9984691,0.055312607,-0.05339522,-0.20531106
0.9985849,0.05318038,-0.042707425,-0.1965493
0.9986695,0.051567372,-0.032304533,-0.20296288
0.99873084,0.05036526,-0.024073435,-0.21181059
0.99877596,0.049462836,-0.018071076,-0.2154299
0.9988086,0.048799217,-0.013288435,-0.21894717
0.99883175,0.048323225,-0.009531098,-0.22206235
0.99884766,0.047993705,-0.0065980325,-0.22579515
0.99885833,0.04777036,-0.004472026,-0.22892582
0.9988655,0.047621373,-0.0029831294,-0.23131847
0.99887013,0.04752324,-0.0019648704,-0.23307097
0.9988732,0.04745916,-0.0012830847,-0.23429453
0.99887514,0.047417562,-0.0008328952,-0.23512483
0.99887645,0.04739067,-0.000538448,-0.23567748
0.9988772,0.047373336,-0.00034706804,-0.23604119
0.99887776,0.047362186,-0.00022324463,-0.2362783
0.9988781,0.047355026,-0.00014334959,-0.23643267
0.99887836,0.047350433,-9.1980524e-05,-0.23653197
0.9988785,0.04734749,-5.8952068e-05,-0.23659623
0.99887854,0.0473456,-3.7769903e-05,-0.23663771
0.9988786,0.04734439,-2.4225246e-05,-0.2366637
0.99887866,0.04734362,-1.5486161e-05,-0.23668087
0.99887866,0.047343124,-9.902077e-06,-0.23669183
0.9988787,0.047342807,-6.3339917e-06,-0.23669899
0.9988787,0.047342606,-4.0760488e-06,-0.2367034
0.9988787,0.04734247,-2.6323978e-06,-0.2367059
0.9988787,0.04734239,-1.6628601e-06,-0.23670805
0.9988787,0.047342334,-1.077475e-06,-0.23670888
0.9988787,0.047342304,-6.576196e-07,-0.23671007
0.9988787,0.04734228,-4.4121117e-07,-0.23671031
0.9988787,0.047342267,-2.7709245e-07,-0.23671079
0.9988787,0.047342256,-1.9487862e-07,-0.23671079
0.9988787,0.047342252,-1.1996453e-07,-0.2367109
0.9988787,0.04734225,-6.742547e-08,-0.23671114
0.9988787,0.047342245,-5.317481e-08,-0.23671114
0.9988787,0.047342245,-4.0915968e-08,-0.23671126
0.9988787,0.04734224,-4.807115e-08,-0.23671114
0.9988787,0.047342237,-3.9145586e-08,-0.23671126
0.9988787,0.047342237,-4.9567728e-08,-0.23671114
0.9988787,0.047342233,-4.3965183e-08,-0.23671103
0.9988787,0.047342233,-2.212809e-08,-0.23671103
0.9988787,0.047342233,-1.1198709e-09,-0.23671103
0.9988787,0.047342233,1.98464e-08,-0.23671103
0.9988787,0.047342237,4.1556078e-08,-0.23671126
0.9988787,0.047342237,2.9059574e-08,-0.23671114
0.9988787,0.04734224,3.5532974e-08,-0.23671126
0.9988787,0.04734224,2.5455975e-08,-0.23671126
0.9988787,0.04734224,1.6332505e-08,-0.23671126
0.9988787,0.04734224,7.820817e-09,-0.23671126
0.9988787,0.04734224,-3.979201e-10,-0.23671126
0.9988787,0.04734224,-8.631562e-09,-0.23671126
0.9988787,0.04734224,-1.7188524e-08,-0.23671126
0.9988787,0.04734224,-2.6389335e-08,-0.23671126
0.9988787,0.047342237,-3.6578633e-08,-0.23671126
0.9988787,0.047342233,-4.8138094e-08,-0.2367109
0.9988787,0.047342233,-7.8565305e-09,-0.23671103
0.9988787,0.047342237,1.4249352e-08,-0.23671114
0.9988787,0.047342237,1.9007592e-08,-0.23671114
0.9988787,0.047342237,2.4477819e-08,-0.23671114
0.9988787,0.047342237,3.0864932e-08,-0.23671114
0.9988787,0.04734224,3.8408185e-08,-0.23671126
0.9988787,0.04734224,2.9508735e-08,-0.23671126
0.9988787,0.047342245,2.1714623e-08,-0.23671138
0.9988787,0.047342245,-3.147498e-09,-0.23671138
0.9988787,0.04734224,-2.8127516e-08,-0.23671126
0.9988787,0.04734224,-3.627974e-08,-0.23671126
0.9988787,0.047342237,-4.579093e-08,-0.23671126
0.9988787,0.047342233,-5.7017356e-08,-0.2367109
0.9988787,0.047342233,-1.6735353e-08,-0.23671103
0.9988787,0.047342233,5.0383853e-09,-0.23671103
0.9988787,0.047342237,2.700085e-08,-0.23671114
0.9988787,0.047342237,3.209332e-08,-0.23671114
0.9988787,0.04734224,3.8387935e-08,-0.23671126
0.9988787,0.04734224,2.8239095e-08,-0.23671126
0.9988787,0.04734224,1.914803e-08,-0.23671126
0.9988787,0.04734224,1.0774214e-08,-0.23671126
0.9988787,0.04734224,2.803977e-09,-0.23671126
0.9988787,0.04734224,-5.0612288e-09,-0.23671126
0.9988787,0.04734224,-1.31160185e-08,-0.23671126
0.9988787,0.04734224,-2.1662107e-08,-0.23671126
0.9988787,0.047342237,-3.1019614e-08,-0.23671126
0.9988787,0.047342237,-4.153905e-08,-0.23671114
0.9988787,0.047342233,-3.5733063e-08,-0.23671103
0.9988787,0.047342233,-1.3384169e-08,-0.23671103
0.9988787,0.047342233,8.463381e-09,-0.23671103
0.9988787,0.047342237,3.062795e-08,-0.23671114
0.9988787,0.047342237,3.605839e-08,-0.23671126
0.9988787,0.04734224,2.4958107e-08,-0.23671126
0.9988787,0.04734224,1.4792703e-08,-0.23671126
0.9988787,0.04734224,5.181404e-09,-0.23671126
0.9988787,0.04734224,-4.23581e-09,-0.23671126
0.9988787,0.04734224,-1.3811689e-08,-0.23671126
0.9988787,0.047342237,-2.3904926e-08,-0.23671114
0.9988787,0.047342237,-1.7012198e-08,-0.23671126
0.9988787,0.047342237,-2.8638107e-08,-0.23671126
0.9988787,0.047342233,-4.133674e-08,-0.23671103
0.9988787,0.047342233,-1.9820979e-08,-0.23671103
0.9988787,0.047342233,9.523322e-10,-0.23671103
0.9988787,0.047342233,2.1761315e-08,-0.23671103
0.9988787,0.047342237,4.338543e-08,-0.23671126
0.9988787,0.047342237,3.087189e-08,-0.23671114
0.9988787,0.04734224,3.739614e-08,-0.23671126
0.9988787,0.04734224,2.7439784e-08,-0.23671126
0.9988787,0.04734224,1.8511262e-08,-0.23671126
0.9988787,0.04734224,1.0276134e-08,-0.23671126
0.9988787,0.04734224,2.4259292e-09,-0.23671126
0.9988787,0.04734224,-5.333405e-09,-0.23671126
0.9988787,0.04734224,-1.3292517e-08,-0.23671126
0.9988787,0.04734224,-2.174954e-08,-0.23671126
0.9988787,0.047342237,-3.102126e-08,-0.23671126
0.9988787,0.047342237,-4.1454967e-08,-0.23671114
0.9988787,0.047342233,-3.55601e-08,-0.23671103
0.9988787,0.047342233,-1.3115849e-08,-0.23671103
0.9988787,0.047342233,8.837109e-09,-0.23671103
0.9988787,0.047342237,3.1121086e-08,-0.23671114
0.9988787,0.047342237,3.6689404e-08,-0.23671126
0.9988787,0.04734224,2.5750635e-08,-0.23671126
0.9988787,0.04734224,1.5776434e-08,-0.23671126
0.9988787,0.04734224,6.393187e-09,-0.23671126
0.9988787,0.04734224,-2.750586e-09,-0.23671126
0.9988787,0.04734224,-1.199739e-08,-0.23671126
0.9988787,0.047342237,-2.1693591e-08,-0.23671114
0.9988787,0.047342237,-1.4320998e-08,-0.23671126
0.9988787,0.047342237,-2.5366232e-08,-0.23671114
0.9988787,0.047342237,-1.948024e-08,-0.23671114
0.9988787,0.047342233,-1.43239385e-08,-0.23671103
0.9988787,0.047342237,8.177212e-09,-0.23671114
0.9988787,0.047342237,1.31032705e-08,-0.23671114
0.9988787,0.047342237,1.852015e-08,-0.23671114
0.9988787,0.047342237,2.4630758e-08,-0.23671114
0.9988787,0.04734224,3.1663983e-08,-0.23671126
0.9988787,0.04734224,2.2001881e-08,-0.23671126
0.9988787,0.04734224,1.3163927e-08,-0.23671126
0.9988787,0.04734224,4.8190656e-09,-0.23671126
0.9988787,0.04734224,-3.3452838e-09,-0.23671126
0.9988787,0.04734224,-1.1634941e-08,-0.23671126
0.9988787,0.04734224,-2.036042e-08,-0.23671126
0.9988787,0.047342237,-2.9848557e-08,-0.23671126
0.9988787,0.047342237,-4.045476e-08,-0.23671114
0.9988787,0.047342233,-3.4694924e-08,-0.23671103
0.9988787,0.047342233,-1.23532935e-08,-0.23671103
0.9988787,0.047342233,9.525607e-09,-0.23671103
0.9988787,0.047342237,3.1761317e-08,-0.23671114
0.9988787,0.047342237,3.7305348e-08,-0.23671126
0.9988787,0.04734224,2.6365367e-08,-0.23671126
0.9988787,0.04734224,1.6412978e-08,-0.23671126
-0.5046546,0.86332136,-0.92529285,-0.6991489
-0.48804468,0.87281865,-0.3826742,1.9810374
-0.51267964,0.85858,0.5690954,1.9970315
-0.576086,0.8173891,1.5125852,1.9970345
-0.670729,0.7417025,2.425182,1.996474
-0.7828528,0.62220687,3.28093,1.9977508
-0.891932,0.45216948,4.047248,1.9981499
-0.97253966,0.23273729,4.6860976,1.9982605
-0.99973255,-0.023126097,5.1603894,1.998019
-0.9567249,-0.29099393,5.4427476,1.9979558
-0.8411039,-0.5408735,5.5241957,1.9974546
-0.66568625,-0.74623173,5.4181585,1.9976702
-0.4533376,-0.8913389,5.1581354,1.9980044
-0.2289897,-0.97342885,4.789332,1.9964781
-0.013102707,-0.99991417,4.358732,1.9932039
0.18127795,-0.9834319,3.907777,1.9961424
0.34830943,-0.9373796,3.4696245,1.9979694
0.4873752,-0.87319267,3.0662851,1.9986923
0.6009115,-0.7993156,2.7111945,1.9988492
0.69269407,-0.7212316,2.4115353,1.9981065
0.76673144,-0.64196795,2.1703274,1.994338
0.8266534,-0.5627114,1.9880022,1.9714289
0.8753786,-0.48343804,1.861683,1.5997868
0.91405505,-0.40559012,1.7390724,-0.6489872
0.93911606,-0.34360012,1.3375318,0.33091354
0.9570129,-0.29004544,1.1294688,-0.03356254
0.96917677,-0.2463664,0.90690035,-0.034365177
0.9773841,-0.21147197,0.71697074,0.1536138
0.9831178,-0.18297364,0.58140886,0.4441619
0.98746985,-0.15780772,0.51080287,0.3662777
0.9907526,-0.13568094,0.44738874,0.4456563
0.99333996,-0.11522043,0.41247648,0.2528224
0.9952723,-0.09712433,0.36398453,0.3191347
0.9967755,-0.08024075,0.3390115,0.18294954
0.9978874,-0.06496765,0.30627334,0.13710237
0.9986943,-0.051085543,0.27811298,0.06860614
0.999255,-0.038593717,0.25008973,0.03630495
0.99962807,-0.027270414,0.22659019,-0.014181614
0.99985427,-0.017072458,0.20401013,-0.04699385
0.99996907,-0.007865371,0.18415672,-0.09737182
0.99999994,0.00031714267,0.16365191,-0.10723126
0.9999703,0.00770732,0.14780508,-0.13635421
0.9998968,0.0143635245,0.13313243,-0.16329145
0.99979323,0.020333184,0.11941136,-0.20533037
0.9996742,0.025524898,0.10386169,-0.23027217
0.99955153,0.02994642,0.08846454,-0.25383747
0.9994358,0.033587016,0.07284874,-0.26095736
0.99933255,0.036529973,0.058895394,-0.25947607
0.99924326,0.038896862,0.047371466,-0.25668645
0.99916744,0.04079741,0.038041145,-0.2536409
0.99910384,0.04232574,0.030593067,-0.2515632
0.99905103,0.04355475,0.024602894,-0.2500615
0.9990075,0.044541776,0.01975973,-0.24990392
0.9989723,0.04532501,0.015680475,-0.2494061
0.99894434,0.04593754,0.012263318,-0.25088167
0.99892336,0.046391264,0.00908422,-0.24998522
0.9989085,0.046709914,0.0063798847,-0.24713695
0.9988983,0.046926763,0.004341776,-0.24426818
0.99889153,0.047071435,0.0028966214,-0.24195147
0.998887,0.0471667,0.0019074769,-0.24024892
0.9988841,0.04722889,0.0012451655,-0.23905921
0.9988822,0.047269244,0.00080795196,-0.2382518
0.9988809,0.04729532,0.00052211346,-0.23771465
0.99888015,0.04731212,0.00033640594,-0.23736095
0.9988797,0.047322925,0.00021635357,-0.23713112
0.9988793,0.04732986,0.0001388807,-0.23698151
0.9988791,0.04733431,8.9051166e-05,-0.2368846
0.99887896,0.047337163,5.709488e-05,-0.23682272
0.9988789,0.04733899,3.65577e-05,-0.23678243
0.99887884,0.04734016,2.3433806e-05,-0.2367568
0.9988788,0.047340907,1.5032196e-05,-0.23674059
0.9988788,0.04734139,9.625529e-06,-0.2367301
0.9988788,0.047341697,6.1529786e-06,-0.23672318
0.9988787,0.047341894,3.9480265e-06,-0.23671925
0.9988787,0.047342017,2.4810454e-06,-0.23671591
0.9988787,0.0473421,1.6076782e-06,-0.23671448
0.9988787,0.047342148,1.009108e-06,-0.23671305
0.9988787,0.04734218,6.629138e-07,-0.23671246
0.9988787,0.047342204,4.3095787e-07,-0.23671198
0.9988787,0.04734222,2.8667034e-07,-0.23671174
0.9988787,0.047342226,1.8888367e-07,-0.2367115
0.9988787,0.047342233,1.3393499e-07,-0.23671174
0.9988787,0.047342237,4.824044e-08,-0.23671126
0.9988787,0.047342237,3.587846e-08,-0.23671126
0.9988787,0.04734224,2.4860414e-08,-0.23671126
0.9988787,0.04734224,1.4773588e-08,-0.23671126
0.9988787,0.04734224,5.2401496e-09,-0.23671126
0.9988787,0.04734224,-4.0970036e-09,-0.23671126
0.9988787,0.04734224,-1.3587623e-08,-0.23671126
0.9988787,0.047342237,-2.3587205e-08,-0.23671114
0.9988787,0.047342237,-1.6588924e-08,-0.23671126
0.9988787,0.047342237,-2.8093423e-08,-0.23671114
0.9988787,0.047342233,-2.276885e-08,-0.23671103
0.9988787,0.047342233,-4.1575812e-10,-0.23671103
0.9988787,0.047342237,2.192176e-08,-0.23671114
0.9988787,0.047342237,2.7199029e-08,-0.23671114
0.9988787,0.04734224,3.349512e-08,-0.23671126
0.9988787,0.04734224,2.3164473e-08,-0.23671126
0.9988787,0.04734224,1.3701521e-08,-0.23671126
0.9988787,0.04734224,4.7517994e-09,-0.23671126
0.9988787,0.04734224,-4.019929e-09,-0.23671126
0.9988787,0.04734224,-1.2942235e-08,-0.23671126
0.9988787,0.04734224,-2.2349331e-08,-0.23671126
0.9988787,0.047342237,-3.2593586e-08,-0.23671126
0.9988787,0.047342237,-4.4058734e-08,-0.23671126
0.9988787,0.047342233,-5.717423e-08,-0.2367109
0.9988787,0.04734223,-1.8787174e-08,-0.23671079
0.9988787,0.047342233,3.6777546e-08,-0.2367109
0.9988787,0.047342237,7.5838486e-08,-0.2367115
0.9988787,0.047342237,2.8333208e-08,-0.23671126
0.9988787,0.04734224,1.7652024e-08,-0.23671126
0.9988787,0.04734224,7.632049e-09,-0.23671126
0.9988787,0.04734224,-2.1020459e-09,-0.23671126
0.9988787,0.04734224,-1.1914879e-08,-0.23671126
0.9988787,0.047342237,-2.2174019e-08,-0.23671114
0.9988787,0.047342237,-1.5382358e-08,-0.23671126
0.9988787,0.047342237,-2.7048284e-08,-0.23671126
0.9988787,0.047342233,-3.9727382e-08,-0.23671103
0.9988787,0.047342233,-1.81318e-08,-0.23671103
0.9988787,0.047342233,2.784602e-09,-0.23671103
0.9988787,0.047342233,2.380531e-08,-0.23671103
0.9988787,0.047342237,4.5717716e-08,-0.23671126
0.9988787,0.047342237,3.3579827e-08,-0.23671114
0.9988787,0.04734224,4.058116e-08,-0.23671126
0.9988787,0.04734224,3.122119e-08,-0.23671126
0.9988787,0.047342245,2.3030703e-08,-0.23671138
0.9988787,0.047342245,-2.1784974e-09,-0.23671138
0.9988787,0.04734224,-2.74693e-08,-0.23671126
0.9988787,0.04734224,-3.590765e-08,-0.23671126
0.9988787,0.047342237,-4.569103e-08,-0.23671126
0.9988787,0.047342233,-5.71859e-08,-0.2367109
0.9988787,0.047342233,-1.7178658e-08,-0.23671103
0.9988787,0.047342233,4.303712e-09,-0.23671103
0.9988787,0.047342233,2.594729e-08,-0.23671103
0.9988787,0.047342237,4.8562804e-08,-0.23671126
0.9988787,0.04734224,3.7234592e-08,-0.23671126
0.9988787,0.04734224,2.730111e-08,-0.23671126
0.9988787,0.04734224,1.8390274e-08,-0.23671126
0.9988787,0.04734224,1.01683e-08,-0.23671126
0.9988787,0.04734224,2.3272082e-09,-0.23671126
0.9988787,0.04734224,-5.4267106e-09,-0.23671126
0.9988787,0.04734224,-1.3383904e-08,-0.23671126
0.9988787,0.04734224,-2.184243e-08,-0.23671126
0.9988787,0.047342237,-3.111913e-08,-0.23671126
0.9988787,0.047342237,-4.1561485e-08,-0.23671114
0.9988787,0.047342233,-3.567926e-08,-0.23671103
0.9988787,0.047342233,-1.32521105e-08,-0.23671103
0.9988787,0.047342233,8.678642e-09,-0.23671103
0.9988787,0.047342237,3.093448e-08,-0.23671114
0.9988787,0.047342237,3.6467664e-08,-0.23671126
0.9988787,0.04734224,2.5485459e-08,-0.23671126
0.9988787,0.04734224,1.5457887e-08,-0.23671126
0.9988787,0.04734224,6.0093366e-09,-0.23671126
0.9988787,0.04734224,-3.2141159e-09,-0.23671126
0.9988787,0.04734224,-1.2557963e-08,-0.23671126
0.9988787,0.047342237,-2.2372205e-08,-0.23671114
0.9988787,0.047342237,-1.514307e-08,-0.23671126
0.9988787,0.047342237,-2.6362558e-08,-0.23671114
0.9988787,0.047342237,-2.0688141e-08,-0.23671114
0.9988787,0.047342233,-1.5788657e-08,-0.23671103
0.9988787,0.047342233,6.4008088e-09,-0.23671103
0.9988787,0.047342237,2.8830035e-08,-0.23671114
0.9988787,0.047342237,3.4457784e-08,-0.23671114
0.9988787,0.04734224,4.137625e-08,-0.23671126
0.9988787,0.04734224,3.196319e-08,-0.23671126
0.9988787,0.047342245,2.374741e-08,-0.23671138
0.9988787,0.047342245,-1.4602375e-09,-0.23671138
0.9988787,0.04734224,-2.6722581e-08,-0.23671126
0.9988787,0.04734224,-3.5104506e-08,-0.23671126
0.9988787,0.047342237,-4.480137e-08,-0.23671126
0.9988787,0.047342233,-5.6176408e-08,-0.2367109
0.9988787,0.047342233,-1.6011514e-08,-0.23671103
0.9988787,0.047342233,5.6722267e-09,-0.23671103
0.9988787,0.047342237,2.7568438e-08,-0.23671114
0.9988787,0.047342237,3.261591e-08,-0.23671114
0.9988787,0.04734224,3.8885112e-08,-0.23671126
0.9988787,0.04734224,2.8729474e-08,-0.23671126
0.9988787,0.04734224,1.9649985e-08,-0.23671126
0.9988787,0.04734224,1.1306544e-08,-0.23671126
0.9988787,0.04734224,3.3866228e-09,-0.23671126
0.9988787,0.04734224,-4.4064423e-09,-0.23671126
0.9988787,0.04734224,-1.2364564e-08,-0.23671126
0.9988787,0.04734224,-2.0785837e-08,-0.23671126
0.9988787,0.04734224,-2.9985706e-08,-0.23671126
0.9988787,0.047342237,-4.0308777e-08,-0.23671114
0.9988787,0.047342237,-3.426034e-08,-0.23671126
0.9988787,0.047342233,-4.7376616e-08,-0.2367109
0.9988787,0.047342233,-8.623343e-09,-0.23671103
0.9988787,0.047342233,1.1925524e-08,-0.23671103
0.9988787,0.047342233,3.2921093e-08,-0.2367109
0.9988787,0.047342237,7.303122e-08,-0.2367115
0.9988787,0.04734224,2.6469971e-08,-0.23671126
0.9988787,0.04734224,1.6663023e-08,-0.23671126
0.9988787,0.04734224,7.480239e-09,-0.23671126
0.9988787,0.04734224,-1.4223517e-09,-0.23671126
0.9988787,0.04734224,-1.037822e-08,-0.23671126
0.9988787,0.04734224,-1.9722837e-08,-0.23671126
0.9988787,0.047342237,-2.9806227e-08,-0.23671126
0.9988787,0.047342237,-4.10061e-08,-0.23671114
0.9988787,0.047342233,-3.5860584e-08,-0.23671103
-0.6542693,-0.75626165,-0.78738964,-1.995798
-0.7145032,-0.69963217,-1.6539556,-1.9982531
-0.7955015,-0.60595167,-2.4784176,-1.9980886
-0.8826471,-0.4700363,-3.2325947,-1.9980817
-0.9567759,-0.29082617,-3.8848343,-1.9977598
-0.99719185,-0.07488914,-4.402618,-1.996437
-0.9867525,0.16223298,-4.75825,-1.9959596
-0.91721976,0.39838156,-4.9359694,-1.9970039
-0.7920794,0.61041814,-4.9367337,-1.9958775
-0.62512594,0.7805239,-4.7783017,-1.9974052
-0.43556595,0.90015686,-4.49252,-1.9983406
-0.24237125,0.97018355,-4.117153,-1.9982787
-0.06030975,0.99817973,-3.6892574,-1.9979796
0.10149454,0.9948361,-3.2403195,-1.9970081
0.2390203,0.97101456,-2.7937436,-1.9963386
0.35190308,0.93603647,-2.3649335,-1.996573
0.4419067,0.897061,-1.9623921,-1.9953802
0.5117051,0.85916114,-1.5889033,-1.9934763
0.56410253,0.82570475,-1.2435539,-1.9895787
0.6015832,0.7988102,-0.92271215,-1.9804552
0.6260795,0.7797592,-0.6206728,-1.9470117
0.63877916,0.76939017,-0.32790515,-1.161261
0.63589144,0.7717785,0.07494832,1.6799717
0.60029835,0.79977614,0.90577793,1.5358977
0.5287052,0.84880555,1.7359947,1.8067367
0.41222414,0.91108245,2.6436093,1.6610136
0.24361387,0.9698723,3.5760732,1.862606
0.016946021,0.9998564,4.5828686,1.9397869
-0.26117533,0.9652914,5.6237288,1.9650393
-0.5616364,0.8273842,6.642453,1.9710879
-0.82730603,0.5617515,7.5586543,1.9599249
-0.9807556,0.1952392,8.0,1.8982964
-0.9793655,-0.20209703,8.0,1.3633776
-0.8233551,-0.5675266,8.0,-1.4808834
-0.56438375,-0.8255126,7.3522224,-1.8852141
-0.27363595,-0.96183336,6.450306,-1.2951523
-0.00043833026,-0.9999999,5.534658,0.42002034
0.23959117,-0.9708739,4.8476615,0.97508526
0.43967175,-0.89815855,4.2657685,0.6722431
0.59710115,-0.8021659,3.6929862,0.16226101
0.7143309,-0.69980806,3.115701,0.45109344
0.800778,-0.5989613,2.658509,-0.23498046
0.8610318,-0.5085512,2.1740408,-0.12511122
0.90269315,-0.43028483,1.7738608,0.06272483
0.93168205,-0.36327484,1.4605559,0.16783333
0.95199233,-0.30612195,1.2132747,-0.04962766
0.9657949,-0.25930718,0.97623914,-0.047786236
0.975111,-0.22171728,0.77459085,0.07099223
0.9815046,-0.1914386,0.6189517,0.33682585
0.98619854,-0.1655669,0.5258966,0.4640112
0.98982614,-0.14228217,0.47132313,0.33824515
0.9925673,-0.12169684,0.41534826,0.4077022
0.99472713,-0.10255706,0.385231,0.22944713
0.9963384,-0.08549669,0.34273025,0.26667666
0.997574,-0.06961437,0.31860924,0.1279428
0.9984663,-0.055362914,0.28558987,0.1029973
0.9991006,-0.04240265,0.25951728,0.036417007
0.99952704,-0.030751627,0.23317784,0.008400202
0.9997962,-0.020186398,0.21137415,-0.038879633
0.9999431,-0.010667446,0.19040242,-0.08661783
0.9999976,-0.002197189,0.16940916,-0.10018933
0.9999852,0.0054394254,0.15273286,-0.12811339
0.9999241,0.012318912,0.13759542,-0.15315521
0.99982864,0.018511232,0.12386133,-0.1944412
0.9997134,0.023938932,0.10857857,-0.22003329
0.9995905,0.028613701,0.09352777,-0.24790752
0.99947166,0.032501977,0.07780192,-0.26049113
0.99936414,0.03565538,0.063104734,-0.26024806
0.9992703,0.0381941,0.050809063,-0.25759947
0.99919033,0.040233266,0.040814716,-0.25458956
0.999123,0.041871946,0.032801233,-0.25209796
0.9990669,0.043190274,0.026390497,-0.2505672
0.9990205,0.04424917,0.021198124,-0.24962735
0.99898267,0.04509537,0.016940897,-0.2499026
0.9989525,0.045758534,0.013277032,-0.25000644
0.9989293,0.04626275,0.010094968,-0.25075793
0.99891263,0.046621278,0.0071783387,-0.24814677
0.9989011,0.04686712,0.004922281,-0.24515116
0.9988934,0.04703194,0.0032999485,-0.24262524
0.99888825,0.04714082,0.0021801167,-0.24072993
0.9988849,0.047212057,0.0014262447,-0.23938978
0.9988827,0.047258344,0.00092682015,-0.23847353
0.9988813,0.047288287,0.0005995488,-0.23786104
0.9988804,0.0473076,0.00038661005,-0.23745728
0.9988798,0.04732002,0.00024871723,-0.23719311
0.9988794,0.047328,0.000159766,-0.23702168
0.99887913,0.047333118,0.00010251275,-0.23691082
0.998879,0.047336403,6.572911e-05,-0.23683965
0.9988789,0.047338504,4.2082735e-05,-0.23679316
0.99887884,0.047339853,2.698644e-05,-0.23676407
0.9988788,0.047340713,1.7264063e-05,-0.23674512
0.9988788,0.047341265,1.1031502e-05,-0.23673284
0.9988788,0.04734162,7.053943e-06,-0.23672509
0.9988787,0.047341842,4.502901e-06,-0.23672009
0.9988787,0.047341984,2.871547e-06,-0.23671663
0.9988787,0.047342077,1.8663153e-06,-0.23671508
0.9988787,0.047342137,1.1634503e-06,-0.23671341
0.9988787,0.047342174,7.5450527e-07,-0.2367127
0.9988787,0.0473422,4.8111076e-07,-0.2367121
0.9988787,0.047342215,3.1514466e-07,-0.23671198
0.9988787,0.047342222,1.7886465e-07,-0.23671138
0.9988787,0.04734223,1.3869149e-07,-0.2367115
0.9988787,0.047342233,8.583205e-08,-0.23671138
0.9988787,0.047342237,5.406909e-08,-0.23671138
0.9988787,0.047342237,2.4331447e-08,-0.23671114
0.9988787,0.04734224,3.1267998e-08,-0.23671126
0.9988787,0.04734224,2.149439e-08,-0.23671126
0.9988787,0.04734224,1.2525918e-08,-0.23671126
0.9988787,0.04734224,4.0266417e-09,-0.23671126
0.9988787,0.04734224,-4.3218047e-09,-0.23671126
0.9988787,0.04734224,-1.2832137e-08,-0.23671126
0.9988787,0.04734224,-2.1823135e-08,-0.23671126
0.9988787,0.047342237,-3.1631583e-08,-0.23671126
0.9988787,0.047342237,-4.2624887e-08,-0.23671126
0.9988787,0.047342233,-5.521483e-08,-0.2367109
0.9988787,0.047342233,-1.6228828e-08,-0.23671103
0.9988787,0.047342233,4.267882e-09,-0.23671103
